time ,contract ,period ,funding rate 
2020/8/31 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/30 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/30 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/30 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/29 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/29 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/29 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/28 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/28 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/28 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/27 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/27 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/27 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/26 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/26 8:00,BTCUSDT 永续,8hr,0.02%
2020/8/26 0:00,BTCUSDT 永续,8hr,0.04%
2020/8/25 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/25 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/25 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/24 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/24 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/24 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/23 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/23 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/23 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/22 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/22 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/22 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/21 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/21 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/21 0:00,BTCUSDT 永续,8hr,0.02%
2020/8/20 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/20 8:00,BTCUSDT 永续,8hr,0.02%
2020/8/20 0:00,BTCUSDT 永续,8hr,0.02%
2020/8/19 16:00,BTCUSDT 永续,8hr,0.05%
2020/8/19 8:00,BTCUSDT 永续,8hr,0.08%
2020/8/19 0:00,BTCUSDT 永续,8hr,0.10%
2020/8/18 16:00,BTCUSDT 永续,8hr,0.08%
2020/8/18 8:00,BTCUSDT 永续,8hr,0.12%
2020/8/18 0:00,BTCUSDT 永续,8hr,0.09%
2020/8/17 16:00,BTCUSDT 永续,8hr,0.04%
2020/8/17 8:00,BTCUSDT 永续,8hr,0.03%
2020/8/17 0:00,BTCUSDT 永续,8hr,0.03%
2020/8/16 16:00,BTCUSDT 永续,8hr,0.05%
2020/8/16 8:00,BTCUSDT 永续,8hr,0.02%
2020/8/16 0:00,BTCUSDT 永续,8hr,0.02%
2020/8/15 16:00,BTCUSDT 永续,8hr,0.04%
2020/8/15 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/15 0:00,BTCUSDT 永续,8hr,0.03%
2020/8/14 16:00,BTCUSDT 永续,8hr,0.04%
2020/8/14 8:00,BTCUSDT 永续,8hr,0.02%
2020/8/14 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/13 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/13 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/13 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/12 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/12 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/12 0:00,BTCUSDT 永续,8hr,0.06%
2020/8/11 16:00,BTCUSDT 永续,8hr,0.02%
2020/8/11 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/11 0:00,BTCUSDT 永续,8hr,0.03%
2020/8/10 16:00,BTCUSDT 永续,8hr,0.13%
2020/8/10 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/10 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/9 16:00,BTCUSDT 永续,8hr,0.02%
2020/8/9 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/9 0:00,BTCUSDT 永续,8hr,0.01%
2020/8/8 16:00,BTCUSDT 永续,8hr,0.01%
2020/8/8 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/8 0:00,BTCUSDT 永续,8hr,0.02%
2020/8/7 16:00,BTCUSDT 永续,8hr,0.02%
2020/8/7 8:00,BTCUSDT 永续,8hr,0.03%
2020/8/7 0:00,BTCUSDT 永续,8hr,0.04%
2020/8/6 16:00,BTCUSDT 永续,8hr,0.04%
2020/8/6 8:00,BTCUSDT 永续,8hr,0.04%
2020/8/6 0:00,BTCUSDT 永续,8hr,0.02%
2020/8/5 16:00,BTCUSDT 永续,8hr,0.02%
2020/8/5 8:00,BTCUSDT 永续,8hr,0.01%
2020/8/5 0:00,BTCUSDT 永续,8hr,0.04%
2020/8/4 16:00,BTCUSDT 永续,8hr,0.03%
2020/8/4 8:00,BTCUSDT 永续,8hr,0.03%
2020/8/4 0:00,BTCUSDT 永续,8hr,0.04%
2020/8/3 16:00,BTCUSDT 永续,8hr,0.05%
2020/8/3 8:00,BTCUSDT 永续,8hr,0.03%
2020/8/3 0:00,BTCUSDT 永续,8hr,0.02%
2020/8/2 16:00,BTCUSDT 永续,8hr,0.04%
2020/8/2 8:00,BTCUSDT 永续,8hr,0.10%
2020/8/2 0:00,BTCUSDT 永续,8hr,0.05%
2020/8/1 16:00,BTCUSDT 永续,8hr,0.03%
2020/8/1 8:00,BTCUSDT 永续,8hr,0.03%
2020/8/1 0:00,BTCUSDT 永续,8hr,0.04%
2020/7/31 16:00,BTCUSDT 永续,8hr,0.04%
2020/7/31 8:00,BTCUSDT 永续,8hr,0.08%
2020/7/31 0:00,BTCUSDT 永续,8hr,0.07%
2020/7/30 16:00,BTCUSDT 永续,8hr,0.07%
2020/7/30 8:00,BTCUSDT 永续,8hr,0.06%
2020/7/30 0:00,BTCUSDT 永续,8hr,0.06%
2020/7/29 16:00,BTCUSDT 永续,8hr,0.07%
2020/7/29 8:00,BTCUSDT 永续,8hr,0.08%
2020/7/29 0:00,BTCUSDT 永续,8hr,0.10%
2020/7/28 16:00,BTCUSDT 永续,8hr,0.12%
2020/7/28 8:00,BTCUSDT 永续,8hr,0.14%
2020/7/28 0:00,BTCUSDT 永续,8hr,0.05%
2020/7/27 16:00,BTCUSDT 永续,8hr,0.09%
2020/7/27 8:00,BTCUSDT 永续,8hr,0.05%
2020/7/27 0:00,BTCUSDT 永续,8hr,0.07%
2020/7/26 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/26 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/26 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/25 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/25 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/25 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/24 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/24 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/24 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/23 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/23 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/23 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/22 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/22 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/22 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/21 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/21 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/21 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/20 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/20 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/20 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/19 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/19 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/19 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/18 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/18 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/18 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/17 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/17 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/17 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/16 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/16 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/16 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/15 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/15 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/15 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/14 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/14 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/14 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/13 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/13 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/13 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/12 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/12 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/12 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/11 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/11 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/11 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/10 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/10 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/10 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/9 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/9 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/9 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/8 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/8 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/8 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/7 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/7 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/7 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/6 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/6 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/6 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/5 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/5 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/5 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/4 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/4 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/4 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/3 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/3 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/3 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/2 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/2 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/2 0:00,BTCUSDT 永续,8hr,0.01%
2020/7/1 16:00,BTCUSDT 永续,8hr,0.01%
2020/7/1 8:00,BTCUSDT 永续,8hr,0.01%
2020/7/1 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/30 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/30 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/30 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/29 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/29 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/29 0:00,BTCUSDT 永续,8hr,0.00%
2020/6/28 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/28 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/28 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/27 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/27 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/27 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/26 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/26 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/26 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/25 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/25 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/25 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/24 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/24 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/24 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/23 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/23 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/23 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/22 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/22 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/22 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/21 16:00,BTCUSDT 永续,8hr,0.00%
2020/6/21 8:00,BTCUSDT 永续,8hr,0.00%
2020/6/21 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/20 16:00,BTCUSDT 永续,8hr,0.00%
2020/6/20 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/20 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/19 16:00,BTCUSDT 永续,8hr,0.00%
2020/6/19 8:00,BTCUSDT 永续,8hr,0.00%
2020/6/19 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/18 16:00,BTCUSDT 永续,8hr,-0.01%
2020/6/18 8:00,BTCUSDT 永续,8hr,-0.01%
2020/6/18 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/17 16:00,BTCUSDT 永续,8hr,-0.01%
2020/6/17 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/17 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/16 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/16 8:00,BTCUSDT 永续,8hr,-0.02%
2020/6/16 0:00,BTCUSDT 永续,8hr,-0.02%
2020/6/15 16:00,BTCUSDT 永续,8hr,0.00%
2020/6/15 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/15 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/14 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/14 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/14 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/13 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/13 8:00,BTCUSDT 永续,8hr,0.00%
2020/6/13 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/12 16:00,BTCUSDT 永续,8hr,0.00%
2020/6/12 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/12 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/11 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/11 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/11 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/10 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/10 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/10 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/9 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/9 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/9 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/8 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/8 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/8 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/7 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/7 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/7 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/6 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/6 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/6 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/5 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/5 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/5 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/4 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/4 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/4 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/3 16:00,BTCUSDT 永续,8hr,0.01%
2020/6/3 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/3 0:00,BTCUSDT 永续,8hr,0.01%
2020/6/2 16:00,BTCUSDT 永续,8hr,0.08%
2020/6/2 8:00,BTCUSDT 永续,8hr,0.03%
2020/6/2 0:00,BTCUSDT 永续,8hr,0.00%
2020/6/1 16:00,BTCUSDT 永续,8hr,0.00%
2020/6/1 8:00,BTCUSDT 永续,8hr,0.01%
2020/6/1 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/31 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/31 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/31 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/30 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/30 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/30 0:00,BTCUSDT 永续,8hr,0.00%
2020/5/29 16:00,BTCUSDT 永续,8hr,0.00%
2020/5/29 8:00,BTCUSDT 永续,8hr,0.00%
2020/5/29 0:00,BTCUSDT 永续,8hr,0.00%
2020/5/28 16:00,BTCUSDT 永续,8hr,-0.01%
2020/5/28 8:00,BTCUSDT 永续,8hr,-0.01%
2020/5/28 0:00,BTCUSDT 永续,8hr,-0.01%
2020/5/27 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/27 8:00,BTCUSDT 永续,8hr,0.00%
2020/5/27 0:00,BTCUSDT 永续,8hr,0.00%
2020/5/26 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/26 8:00,BTCUSDT 永续,8hr,0.00%
2020/5/26 0:00,BTCUSDT 永续,8hr,0.00%
2020/5/25 16:00,BTCUSDT 永续,8hr,0.00%
2020/5/25 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/25 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/24 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/24 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/24 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/23 16:00,BTCUSDT 永续,8hr,0.00%
2020/5/23 8:00,BTCUSDT 永续,8hr,0.00%
2020/5/23 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/22 16:00,BTCUSDT 永续,8hr,0.00%
2020/5/22 8:00,BTCUSDT 永续,8hr,-0.01%
2020/5/22 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/21 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/21 8:00,BTCUSDT 永续,8hr,-0.01%
2020/5/21 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/20 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/20 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/20 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/19 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/19 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/19 0:00,BTCUSDT 永续,8hr,-0.01%
2020/5/18 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/18 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/18 0:00,BTCUSDT 永续,8hr,0.00%
2020/5/17 16:00,BTCUSDT 永续,8hr,0.00%
2020/5/17 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/17 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/16 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/16 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/16 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/15 16:00,BTCUSDT 永续,8hr,0.00%
2020/5/15 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/15 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/14 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/14 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/14 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/13 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/13 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/13 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/12 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/12 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/12 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/11 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/11 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/11 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/10 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/10 8:00,BTCUSDT 永续,8hr,0.04%
2020/5/10 0:00,BTCUSDT 永续,8hr,0.06%
2020/5/9 16:00,BTCUSDT 永续,8hr,0.08%
2020/5/9 8:00,BTCUSDT 永续,8hr,0.04%
2020/5/9 0:00,BTCUSDT 永续,8hr,0.05%
2020/5/8 16:00,BTCUSDT 永续,8hr,0.03%
2020/5/8 8:00,BTCUSDT 永续,8hr,0.02%
2020/5/8 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/7 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/7 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/7 0:00,BTCUSDT 永续,8hr,0.04%
2020/5/6 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/6 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/6 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/5 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/5 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/5 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/4 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/4 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/4 0:00,BTCUSDT 永续,8hr,0.02%
2020/5/3 16:00,BTCUSDT 永续,8hr,0.02%
2020/5/3 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/3 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/2 16:00,BTCUSDT 永续,8hr,0.01%
2020/5/2 8:00,BTCUSDT 永续,8hr,0.01%
2020/5/2 0:00,BTCUSDT 永续,8hr,0.01%
2020/5/1 16:00,BTCUSDT 永续,8hr,0.02%
2020/5/1 8:00,BTCUSDT 永续,8hr,0.02%
2020/5/1 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/30 16:00,BTCUSDT 永续,8hr,0.10%
2020/4/30 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/30 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/29 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/29 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/29 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/28 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/28 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/28 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/27 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/27 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/27 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/26 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/26 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/26 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/25 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/25 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/25 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/24 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/24 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/24 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/23 16:00,BTCUSDT 永续,8hr,-0.02%
2020/4/23 8:00,BTCUSDT 永续,8hr,-0.02%
2020/4/23 0:00,BTCUSDT 永续,8hr,-0.03%
2020/4/22 16:00,BTCUSDT 永续,8hr,-0.01%
2020/4/22 8:00,BTCUSDT 永续,8hr,0.00%
2020/4/22 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/21 16:00,BTCUSDT 永续,8hr,-0.01%
2020/4/21 8:00,BTCUSDT 永续,8hr,-0.01%
2020/4/21 0:00,BTCUSDT 永续,8hr,-0.01%
2020/4/20 16:00,BTCUSDT 永续,8hr,0.00%
2020/4/20 8:00,BTCUSDT 永续,8hr,0.00%
2020/4/20 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/19 16:00,BTCUSDT 永续,8hr,-0.01%
2020/4/19 8:00,BTCUSDT 永续,8hr,-0.02%
2020/4/19 0:00,BTCUSDT 永续,8hr,-0.02%
2020/4/18 16:00,BTCUSDT 永续,8hr,-0.02%
2020/4/18 8:00,BTCUSDT 永续,8hr,0.00%
2020/4/18 0:00,BTCUSDT 永续,8hr,-0.01%
2020/4/17 16:00,BTCUSDT 永续,8hr,0.00%
2020/4/17 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/17 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/16 16:00,BTCUSDT 永续,8hr,-0.05%
2020/4/16 8:00,BTCUSDT 永续,8hr,-0.01%
2020/4/16 0:00,BTCUSDT 永续,8hr,0.00%
2020/4/15 16:00,BTCUSDT 永续,8hr,0.00%
2020/4/15 8:00,BTCUSDT 永续,8hr,-0.01%
2020/4/15 0:00,BTCUSDT 永续,8hr,-0.02%
2020/4/14 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/14 8:00,BTCUSDT 永续,8hr,0.00%
2020/4/14 0:00,BTCUSDT 永续,8hr,0.00%
2020/4/13 16:00,BTCUSDT 永续,8hr,-0.02%
2020/4/13 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/13 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/12 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/12 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/12 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/11 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/11 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/11 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/10 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/10 8:00,BTCUSDT 永续,8hr,-0.01%
2020/4/10 0:00,BTCUSDT 永续,8hr,-0.01%
2020/4/9 16:00,BTCUSDT 永续,8hr,-0.01%
2020/4/9 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/9 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/8 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/8 8:00,BTCUSDT 永续,8hr,0.00%
2020/4/8 0:00,BTCUSDT 永续,8hr,0.00%
2020/4/7 16:00,BTCUSDT 永续,8hr,0.00%
2020/4/7 8:00,BTCUSDT 永续,8hr,-0.01%
2020/4/7 0:00,BTCUSDT 永续,8hr,-0.01%
2020/4/6 16:00,BTCUSDT 永续,8hr,0.00%
2020/4/6 8:00,BTCUSDT 永续,8hr,0.00%
2020/4/6 0:00,BTCUSDT 永续,8hr,0.00%
2020/4/5 16:00,BTCUSDT 永续,8hr,0.00%
2020/4/5 8:00,BTCUSDT 永续,8hr,0.00%
2020/4/5 0:00,BTCUSDT 永续,8hr,-0.01%
2020/4/4 16:00,BTCUSDT 永续,8hr,0.01%
2020/4/4 8:00,BTCUSDT 永续,8hr,0.01%
2020/4/4 0:00,BTCUSDT 永续,8hr,0.01%
2020/4/3 16:00,BTCUSDT 永续,8hr,0.00%
2020/4/3 8:00,BTCUSDT 永续,8hr,0.01%
