,Pa1,Pa2,Pb2,Pb1,Va1
2021-08-07 01:51:30,42916.3,42916.54,42914.62,42914.63,8.379
2021-08-07 01:52:03,42931.0,42932.81,42930.85,42930.99,0.349
2021-08-07 01:52:36,42852.46,42854.59,42852.08,42852.45,0.131
2021-08-07 01:53:10,42861.75,42863.02,42861.64,42861.74,0.007
2021-08-07 01:53:44,42865.15,42865.17,42864.96,42865.14,3.378
2021-08-07 01:54:18,42857.26,42857.54,42856.3,42857.25,8.076
2021-08-07 01:54:51,42871.72,42873.59,42870.7,42871.71,0.279
2021-08-07 01:55:25,42945.12,42945.33,42944.33,42945.11,0.002
2021-08-07 01:55:59,42975.08,42975.21,42974.52,42974.53,0.046
2021-08-07 01:56:33,42921.66,42923.16,42920.46,42921.65,4.277
2021-08-07 01:57:07,42878.94,42879.91,42878.62,42878.93,0.764
2021-08-07 01:57:40,42953.44,42955.57,42953.05,42953.43,0.284
2021-08-07 01:58:14,42906.01,42906.87,42905.98,42906.0,0.001
2021-08-07 01:58:48,42863.31,42863.34,42860.5,42860.54,0.2
2021-08-07 01:59:22,42819.09,42819.1,42817.67,42819.08,1.465
2021-08-07 01:59:56,42887.31,42888.03,42886.66,42887.3,2.61
2021-08-07 02:00:30,42847.51,42848.7,42846.63,42847.5,0.927
2021-08-07 02:01:04,42811.95,42812.23,42811.6,42811.94,1.057
2021-08-07 02:01:37,42793.1,42793.11,42793.01,42793.09,4.21
2021-08-07 02:02:11,42785.78,42786.66,42785.75,42785.77,0.873
2021-08-07 02:02:45,42821.98,42821.99,42820.91,42821.97,0.257
2021-08-07 02:03:19,42817.96,42819.49,42817.56,42817.95,0.002
2021-08-07 02:03:53,42831.92,42832.0,42830.9,42831.91,0.015
2021-08-07 02:04:27,42903.69,42903.79,42901.7,42903.68,11.244
2021-08-07 02:05:02,42914.07,42915.27,42913.75,42914.06,0.29
2021-08-07 02:05:36,42927.18,42928.53,42927.1,42927.17,0.932
2021-08-07 02:06:11,42917.07,42917.96,42916.1,42917.06,0.546
2021-08-07 02:06:47,42937.52,42938.12,42937.43,42937.51,3.999
2021-08-07 02:07:22,42932.91,42934.66,42932.59,42932.9,0.067
2021-08-07 02:07:56,42939.97,42940.3,42936.63,42939.96,1.967
2021-08-07 02:08:30,42926.06,42927.48,42924.69,42926.05,0.193
2021-08-07 02:09:04,42914.41,42915.01,42910.56,42914.4,0.002
2021-08-07 02:09:38,42888.22,42889.99,42888.2,42888.21,0.32
2021-08-07 02:10:13,42907.2,42907.27,42907.13,42907.19,3.32
2021-08-07 02:10:49,42898.6,42899.5,42898.19,42898.59,0.036
2021-08-07 02:11:23,42828.82,42830.98,42828.49,42828.81,0.61
2021-08-07 02:11:58,42828.02,42829.07,42828.0,42828.01,1.282
2021-08-07 02:12:31,42739.55,42740.07,42737.53,42739.42,0.01
2021-08-07 02:13:04,42744.82,42746.57,42744.8,42744.81,0.05
2021-08-07 02:13:39,42778.69,42778.82,42777.42,42778.68,0.525
2021-08-07 02:14:13,42726.05,42726.13,42726.0,42726.04,6.817
2021-08-07 02:14:48,42698.06,42698.48,42698.0,42698.05,4.804
2021-08-07 02:15:21,42708.65,42709.0,42708.6,42708.64,0.487
2021-08-07 02:15:54,42752.72,42753.47,42751.19,42751.21,0.388
2021-08-07 02:16:28,42743.89,42743.9,42742.5,42742.54,0.337
2021-08-07 02:17:03,42771.16,42771.47,42771.14,42771.15,0.08
2021-08-07 02:17:38,42765.23,42766.27,42765.0,42765.22,0.008
2021-08-07 02:18:13,42807.98,42808.09,42806.0,42807.97,0.353
2021-08-07 02:18:48,42818.56,42819.0,42817.71,42818.55,0.479
2021-08-07 02:19:22,42815.49,42816.72,42814.55,42815.48,0.011
2021-08-07 02:19:57,42796.15,42796.16,42794.91,42795.06,0.094
2021-08-07 02:20:34,42803.67,42804.91,42802.55,42803.66,0.031
2021-08-07 02:21:10,42808.0,42809.18,42807.97,42807.99,1.013
2021-08-07 02:21:47,42808.54,42808.56,42807.7,42808.53,1.932
2021-08-07 02:22:21,42781.15,42781.16,42780.87,42781.14,0.236
2021-08-07 02:22:57,42776.16,42777.68,42775.92,42776.15,0.094
2021-08-07 02:23:32,42772.11,42772.27,42771.38,42772.1,12.857
2021-08-07 02:24:06,42725.21,42726.03,42721.5,42725.2,1.047
2021-08-07 02:24:40,42724.79,42725.0,42722.62,42724.78,2.125
2021-08-07 02:25:16,42783.92,42784.02,42783.82,42783.91,1.847
2021-08-07 02:25:53,42769.91,42770.0,42768.25,42769.9,0.04
2021-08-07 02:26:29,42752.36,42752.43,42752.26,42752.35,0.006
2021-08-07 02:27:04,42778.7,42779.05,42775.69,42778.69,0.62
2021-08-07 02:27:40,42798.08,42798.31,42797.9,42798.07,0.05
2021-08-07 02:28:16,42794.37,42794.38,42794.28,42794.36,0.257
2021-08-07 02:28:52,42776.03,42778.97,42776.01,42776.02,1.949
2021-08-07 02:29:27,42755.76,42756.02,42755.4,42755.75,0.156
2021-08-07 02:30:03,42775.62,42776.85,42775.0,42775.61,0.02
2021-08-07 02:30:38,42816.64,42816.91,42816.33,42816.63,4.062
2021-08-07 02:31:13,42837.12,42839.32,42836.51,42837.11,4.394
2021-08-07 02:31:50,42842.74,42843.66,42842.36,42842.73,2.071
2021-08-07 02:32:23,42890.31,42890.32,42890.12,42890.3,0.156
2021-08-07 02:32:59,42918.17,42918.32,42917.04,42917.63,0.016
2021-08-07 02:33:33,42892.85,42894.3,42891.6,42891.74,0.059
2021-08-07 02:34:09,42839.11,42839.12,42839.08,42839.1,0.482
2021-08-07 02:34:46,42840.0,42842.04,42839.49,42839.99,1.094
2021-08-07 02:35:22,42803.54,42805.6,42802.37,42803.53,0.028
2021-08-07 02:35:58,42788.3,42788.63,42787.34,42788.29,0.327
2021-08-07 02:36:32,42829.26,42830.53,42829.23,42829.25,0.007
2021-08-07 02:37:10,42861.54,42861.8,42861.52,42861.53,0.001
2021-08-07 02:37:47,42857.62,42857.77,42857.6,42857.61,6.94
2021-08-07 02:38:24,42869.44,42871.33,42869.42,42869.43,0.724
2021-08-07 02:38:59,42883.51,42884.62,42883.49,42883.5,6.712
2021-08-07 02:39:36,42864.6,42865.57,42863.8,42864.59,1.129
2021-08-07 02:40:12,42868.58,42868.87,42866.29,42868.57,5.791
2021-08-07 02:40:50,42869.4,42870.99,42868.8,42869.39,0.03
2021-08-07 02:41:27,42865.9,42865.91,42865.88,42865.89,3.489
2021-08-07 02:42:04,42863.72,42864.49,42863.22,42863.71,0.011
2021-08-07 02:42:41,42830.0,42830.5,42828.29,42829.99,2.188
2021-08-07 02:43:19,42865.01,42865.85,42864.13,42865.0,3.352
2021-08-07 02:43:56,42841.92,42843.8,42841.78,42841.91,0.258
2021-08-07 02:44:34,42833.65,42834.07,42833.48,42833.64,1.31
2021-08-07 02:45:08,42861.54,42864.26,42860.09,42861.53,0.182
2021-08-07 02:45:44,42820.52,42822.04,42820.49,42820.51,0.03
2021-08-07 02:46:19,42721.89,42721.99,42721.64,42721.88,13.693
2021-08-07 02:46:53,42757.41,42758.3,42754.37,42757.4,4.005
2021-08-07 02:47:28,42735.16,42735.2,42734.22,42735.15,0.182
2021-08-07 02:48:02,42687.18,42687.28,42686.19,42686.98,0.01
2021-08-07 02:48:37,42726.27,42729.24,42724.74,42726.26,0.004
2021-08-07 02:49:12,42721.21,42722.64,42721.19,42721.2,0.044
2021-08-07 02:49:49,42736.49,42737.0,42735.84,42736.48,0.079
2021-08-07 02:50:23,42764.75,42765.15,42763.56,42764.74,0.834
2021-08-07 02:51:00,42784.01,42784.09,42782.66,42784.0,2.609
2021-08-07 02:51:38,42765.81,42766.3,42765.25,42765.8,0.005
2021-08-07 02:52:16,42746.6,42746.65,42744.78,42746.59,0.201
2021-08-07 02:52:51,42758.88,42759.17,42758.41,42758.87,2.591
2021-08-07 02:53:28,42742.06,42742.48,42740.26,42742.05,2.172
2021-08-07 02:54:04,42718.56,42718.57,42716.81,42716.82,0.88
2021-08-07 02:54:41,42736.01,42736.04,42734.97,42736.0,9.333
2021-08-07 02:55:18,42740.47,42741.01,42740.35,42740.46,1.638
2021-08-07 02:55:54,42739.8,42741.49,42739.65,42739.79,0.398
2021-08-07 02:56:31,42759.59,42760.74,42758.99,42759.27,0.071
2021-08-07 02:57:05,42795.82,42796.31,42795.15,42795.81,1.325
2021-08-07 02:57:40,42798.16,42800.02,42797.15,42798.15,0.197
2021-08-07 02:58:17,42801.28,42801.32,42800.73,42801.27,0.734
2021-08-07 02:58:51,42771.42,42771.52,42771.4,42771.41,3.815
2021-08-07 02:59:29,42781.45,42783.79,42781.37,42781.44,3.328
2021-08-07 03:00:03,42790.0,42790.01,42787.74,42789.99,0.586
2021-08-07 03:00:38,42829.19,42829.2,42828.85,42829.18,0.003
2021-08-07 03:01:15,42826.04,42829.03,42826.0,42826.03,0.017
2021-08-07 03:01:51,42831.45,42831.47,42831.41,42831.44,14.519
2021-08-07 03:02:32,42842.03,42842.66,42841.52,42841.57,0.396
2021-08-07 03:03:06,42839.11,42839.49,42837.93,42839.1,1.207
2021-08-07 03:03:45,42829.88,42829.89,42828.77,42829.14,0.023
2021-08-07 03:04:22,42782.27,42782.28,42781.61,42782.26,0.003
2021-08-07 03:04:58,42766.23,42768.0,42764.98,42766.22,0.013
2021-08-07 03:05:33,42828.74,42828.91,42827.37,42828.73,0.037
2021-08-07 03:06:12,42822.81,42824.52,42820.49,42822.8,0.478
2021-08-07 03:06:49,42845.34,42846.42,42843.88,42845.33,0.411
2021-08-07 03:07:26,42849.29,42850.0,42847.5,42849.28,0.05
2021-08-07 03:08:02,42847.96,42847.97,42847.9,42847.95,5.134
2021-08-07 03:08:40,42857.99,42860.0,42857.97,42857.98,0.303
2021-08-07 03:09:16,42884.44,42885.94,42883.38,42884.43,0.729
2021-08-07 03:09:53,42886.09,42886.1,42884.52,42886.08,0.658
2021-08-07 03:10:28,42855.21,42856.18,42853.53,42855.2,2.052
2021-08-07 03:11:05,42844.07,42844.08,42844.01,42844.06,0.444
2021-08-07 03:11:43,42829.8,42830.61,42826.48,42826.62,0.18
2021-08-07 03:12:19,42888.26,42888.92,42888.23,42888.25,9.981
2021-08-07 03:12:55,42862.56,42863.37,42862.52,42862.55,4.418
2021-08-07 03:13:33,42866.03,42868.4,42865.41,42866.02,0.05
2021-08-07 03:14:10,42862.04,42862.1,42862.0,42862.03,0.669
2021-08-07 03:14:50,42863.87,42865.51,42862.13,42863.86,0.306
2021-08-07 03:15:26,42903.29,42903.35,42902.66,42903.28,7.379
2021-08-07 03:16:01,42935.53,42937.02,42935.51,42935.52,0.253
2021-08-07 03:16:36,42954.96,42958.71,42954.91,42954.95,0.89
2021-08-07 03:17:09,42975.72,42975.78,42974.87,42974.91,0.143
2021-08-07 03:17:44,42985.0,42985.6,42984.97,42984.99,8.788
2021-08-07 03:18:18,42930.01,42930.37,42929.59,42930.0,0.93
2021-08-07 03:18:54,42986.09,42986.15,42985.01,42985.59,0.249
2021-08-07 03:19:29,42982.38,42982.45,42981.45,42982.37,0.435
2021-08-07 03:20:04,42972.46,42974.0,42972.44,42972.45,0.175
2021-08-07 03:20:38,42907.06,42908.59,42906.18,42907.05,4.566
2021-08-07 03:21:13,42884.76,42885.58,42882.42,42884.75,2.599
2021-08-07 03:21:50,42900.0,42900.5,42899.56,42899.99,2.356
2021-08-07 03:22:27,42869.41,42869.69,42867.68,42869.4,7.773
2021-08-07 03:23:02,42796.45,42797.4,42791.83,42791.9,0.038
2021-08-07 03:23:36,42809.6,42811.69,42809.58,42809.59,4.579
2021-08-07 03:24:10,42826.12,42827.58,42824.15,42826.11,1.325
2021-08-07 03:24:46,42800.01,42800.1,42799.99,42800.0,0.207
2021-08-07 03:25:20,42832.0,42834.97,42831.98,42831.99,0.007
2021-08-07 03:25:55,42818.46,42818.47,42817.47,42817.48,0.175
2021-08-07 03:26:30,42855.0,42855.11,42854.88,42854.99,0.144
2021-08-07 03:27:05,42869.71,42869.73,42868.27,42869.7,9.128
2021-08-07 03:27:38,42876.98,42877.37,42875.67,42876.97,0.142
2021-08-07 03:28:15,42871.4,42873.81,42870.4,42871.39,0.02
2021-08-07 03:28:48,42870.5,42871.1,42867.69,42868.67,3.197
2021-08-07 03:29:26,42890.93,42891.21,42889.77,42890.92,2.246
2021-08-07 03:29:59,42855.92,42855.93,42855.71,42855.91,0.18
2021-08-07 03:30:37,42882.28,42883.03,42880.47,42882.27,3.127
2021-08-07 03:31:14,42885.3,42885.52,42885.2,42885.29,0.232
2021-08-07 03:31:49,42941.27,42941.47,42939.24,42941.26,5.334
2021-08-07 03:32:23,42971.31,42972.65,42971.29,42971.3,0.155
2021-08-07 03:32:58,42962.87,42962.9,42962.04,42962.86,3.068
2021-08-07 03:33:33,42923.9,42927.9,42923.8,42923.89,0.001
2021-08-07 03:34:08,42918.01,42918.02,42916.19,42918.0,10.197
2021-08-07 03:34:43,42931.67,42933.54,42931.6,42931.66,1.948
2021-08-07 03:35:18,42896.61,42896.89,42893.02,42896.6,5.519
2021-08-07 03:35:56,42906.0,42906.03,42905.98,42905.99,0.215
2021-08-07 03:36:34,42935.62,42935.63,42935.5,42935.61,2.661
2021-08-07 03:37:08,42906.04,42906.05,42905.16,42906.03,0.136
2021-08-07 03:37:47,42940.21,42941.1,42940.1,42940.2,3.067
2021-08-07 03:38:22,42946.51,42946.53,42946.24,42946.5,0.476
2021-08-07 03:38:57,42943.82,42944.44,42943.8,42943.81,0.174
2021-08-07 03:39:31,42939.01,42939.14,42938.12,42939.0,0.355
2021-08-07 03:40:07,42960.98,42961.01,42960.82,42960.97,0.139
2021-08-07 03:40:43,42975.29,42975.78,42974.36,42975.28,6.142
2021-08-07 03:41:18,42972.81,42973.67,42972.28,42972.8,0.253
2021-08-07 03:41:55,42966.79,42967.36,42964.16,42964.54,0.071
2021-08-07 03:42:29,42952.75,42954.74,42951.83,42952.74,1.309
2021-08-07 03:43:02,42951.93,42952.24,42951.9,42951.92,0.908
2021-08-07 03:43:37,42939.39,42939.9,42938.1,42939.38,0.003
2021-08-07 03:44:11,42957.63,42961.18,42957.6,42957.62,0.364
2021-08-07 03:44:45,42964.87,42964.92,42964.24,42964.86,0.059
2021-08-07 03:45:23,42967.51,42967.53,42967.45,42967.5,1.243
2021-08-07 03:46:05,42950.01,42950.02,42949.9,42950.0,11.179
2021-08-07 03:46:41,42871.56,42872.48,42871.54,42871.55,0.299
2021-08-07 03:47:18,42866.64,42867.01,42866.18,42866.63,3.198
2021-08-07 03:47:55,42874.06,42874.57,42874.02,42874.05,0.284
2021-08-07 03:48:30,42835.49,42836.32,42834.83,42835.48,1.606
2021-08-07 03:49:04,42840.97,42841.37,42840.94,42840.96,0.543
2021-08-07 03:49:41,42850.94,42852.0,42850.8,42850.93,0.028
2021-08-07 03:50:19,42856.82,42857.23,42856.8,42856.81,1.197
2021-08-07 03:50:56,42882.02,42882.42,42880.43,42882.01,0.055
2021-08-07 03:51:32,42910.58,42910.81,42909.35,42910.57,0.453
2021-08-07 03:52:07,42944.16,42944.33,42942.8,42942.81,0.12
2021-08-07 03:52:41,42950.01,42951.39,42949.44,42950.0,0.931
2021-08-07 03:53:14,42914.28,42914.43,42913.05,42914.27,0.173
2021-08-07 03:53:50,42869.79,42869.85,42868.8,42869.78,0.019
2021-08-07 03:54:26,42880.03,42881.74,42879.94,42880.02,0.026
2021-08-07 03:55:05,42906.86,42910.09,42906.84,42906.85,1.041
2021-08-07 03:55:42,42897.56,42897.73,42895.92,42897.55,0.689
2021-08-07 03:56:18,42859.99,42860.0,42858.15,42859.98,5.842
2021-08-07 03:56:52,42850.01,42850.21,42849.98,42850.0,1.677
2021-08-07 03:57:28,42820.96,42821.89,42820.0,42820.57,0.112
2021-08-07 03:58:04,42823.65,42823.98,42822.76,42823.64,0.1
2021-08-07 03:58:38,42802.24,42802.43,42802.22,42802.23,3.993
2021-08-07 03:59:12,42891.69,42891.8,42891.39,42891.68,0.415
2021-08-07 03:59:47,42878.77,42878.79,42876.13,42878.76,8.44
2021-08-07 04:00:22,42949.99,42950.0,42949.76,42949.98,0.002
2021-08-07 04:00:57,42930.0,42931.04,42928.75,42928.76,0.1
2021-08-07 04:01:31,42886.71,42886.99,42886.69,42886.7,0.006
2021-08-07 04:02:07,42956.57,42958.78,42956.5,42956.56,5.693
2021-08-07 04:02:42,42925.52,42925.63,42924.46,42925.51,0.002
2021-08-07 04:03:21,42935.64,42935.74,42935.5,42935.63,0.412
2021-08-07 04:03:55,42921.1,42921.29,42921.08,42921.09,1.364
2021-08-07 04:04:32,42922.21,42924.27,42920.95,42922.2,1.415
2021-08-07 04:05:09,42910.01,42910.02,42909.52,42910.0,1.455
2021-08-07 04:05:47,42928.54,42928.55,42928.19,42928.53,0.59
2021-08-07 04:06:25,42894.29,42895.54,42894.27,42894.28,0.27
2021-08-07 04:07:03,42904.59,42905.03,42902.43,42904.58,0.938
2021-08-07 04:07:39,42880.03,42880.06,42879.67,42880.02,1.349
2021-08-07 04:08:16,42879.82,42880.27,42879.7,42879.81,0.924
2021-08-07 04:08:53,42856.62,42857.37,42855.88,42856.61,0.708
2021-08-07 04:09:28,42835.98,42836.84,42835.9,42835.97,5.176
2021-08-07 04:10:03,42888.01,42888.3,42887.33,42888.0,0.531
2021-08-07 04:10:41,42888.91,42890.01,42887.39,42888.01,0.955
2021-08-07 04:11:19,42864.01,42864.3,42863.64,42864.0,12.783
2021-08-07 04:11:54,42844.62,42845.66,42844.45,42844.61,0.197
2021-08-07 04:12:29,42865.97,42865.98,42865.73,42865.96,0.317
2021-08-07 04:13:05,42870.28,42870.3,42870.0,42870.27,4.195
2021-08-07 04:13:42,42861.8,42863.09,42861.7,42861.79,2.98
2021-08-07 04:14:17,42824.37,42827.5,42823.6,42824.36,3.617
2021-08-07 04:14:53,42836.61,42836.64,42835.86,42836.6,0.063
2021-08-07 04:15:29,42823.63,42823.64,42823.59,42823.62,0.366
2021-08-07 04:16:04,42863.97,42864.34,42863.95,42863.96,0.836
2021-08-07 04:16:41,42879.97,42879.99,42876.91,42879.96,2.179
2021-08-07 04:17:17,42865.03,42865.96,42863.7,42865.02,3.751
2021-08-07 04:17:53,42826.91,42827.02,42824.84,42826.9,6.949
2021-08-07 04:18:28,42816.67,42816.68,42816.65,42816.66,8.905
2021-08-07 04:19:04,42768.74,42768.82,42766.57,42767.47,0.4
2021-08-07 04:19:37,42813.92,42816.5,42812.74,42813.61,0.218
2021-08-07 04:20:12,42806.57,42806.58,42805.86,42806.56,0.098
2021-08-07 04:20:48,42805.05,42805.06,42804.9,42805.04,5.216
2021-08-07 04:21:24,42783.87,42783.9,42783.85,42783.86,2.703
2021-08-07 04:22:00,42800.25,42801.0,42800.23,42800.24,4.038
2021-08-07 04:22:34,42788.66,42788.67,42786.19,42788.65,11.862
2021-08-07 04:23:08,42756.59,42756.62,42755.48,42756.13,0.048
2021-08-07 04:23:44,42768.53,42770.26,42768.48,42768.52,0.282
2021-08-07 04:24:19,42782.12,42782.16,42779.86,42782.11,8.257
2021-08-07 04:24:52,42734.46,42736.3,42734.3,42734.45,0.084
2021-08-07 04:25:28,42690.58,42690.77,42688.37,42689.83,0.05
2021-08-07 04:26:02,42694.35,42694.38,42690.21,42691.83,0.21
2021-08-07 04:26:36,42673.22,42674.66,42672.92,42673.21,0.062
2021-08-07 04:27:09,42551.35,42551.36,42551.33,42551.34,0.023
2021-08-07 04:27:42,42532.07,42532.52,42531.89,42532.06,15.533
2021-08-07 04:28:16,42525.17,42525.18,42524.97,42525.16,4.722
2021-08-07 04:28:50,42563.57,42563.86,42562.52,42563.56,0.002
2021-08-07 04:29:24,42605.0,42605.16,42604.98,42604.99,0.523
2021-08-07 04:29:58,42639.0,42641.01,42637.65,42638.99,0.376
2021-08-07 04:30:31,42711.08,42711.09,42710.23,42711.07,0.36
2021-08-07 04:31:05,42728.43,42730.34,42727.29,42728.42,0.106
2021-08-07 04:31:40,42809.7,42809.99,42809.27,42809.69,0.608
2021-08-07 04:32:13,42806.92,42807.04,42806.9,42806.91,0.155
2021-08-07 04:32:47,42828.94,42828.95,42827.9,42828.93,0.441
2021-08-07 04:33:21,42866.58,42867.19,42865.52,42866.57,2.52
2021-08-07 04:33:55,42802.76,42802.77,42801.02,42802.75,5.14
2021-08-07 04:34:29,42855.86,42856.11,42854.53,42854.54,0.036
2021-08-07 04:35:03,42810.23,42811.4,42810.18,42810.22,0.103
2021-08-07 04:35:38,42839.06,42840.21,42838.07,42839.05,0.002
2021-08-07 04:36:14,42835.68,42836.47,42834.68,42835.67,0.925
2021-08-07 04:36:47,42800.6,42801.2,42800.23,42800.59,7.593
2021-08-07 04:37:22,42795.27,42796.49,42794.9,42795.26,1.027
2021-08-07 04:37:57,42788.36,42789.24,42788.26,42788.35,0.003
2021-08-07 04:38:33,42795.53,42795.98,42793.85,42795.52,10.33
2021-08-07 04:39:07,42793.28,42793.3,42793.26,42793.27,2.519
2021-08-07 04:39:44,42821.88,42823.09,42820.75,42821.87,0.856
2021-08-07 04:40:19,42815.06,42815.32,42814.87,42815.05,0.462
2021-08-07 04:40:52,42813.1,42813.62,42810.01,42813.09,6.793
2021-08-07 04:41:24,42824.95,42825.42,42824.88,42824.94,0.341
2021-08-07 04:42:01,42770.85,42770.99,42770.83,42770.84,0.151
2021-08-07 04:42:36,42752.33,42752.34,42751.04,42751.7,0.036
2021-08-07 04:43:13,42759.88,42759.97,42759.86,42759.87,0.32
2021-08-07 04:43:47,42773.61,42776.15,42773.05,42773.6,0.139
2021-08-07 04:44:23,42769.96,42770.0,42769.9,42769.95,0.043
2021-08-07 04:44:57,42778.35,42778.43,42778.33,42778.34,0.385
2021-08-07 04:45:32,42725.48,42726.61,42724.86,42725.47,6.065
2021-08-07 04:46:07,42684.5,42684.51,42683.46,42684.01,0.036
2021-08-07 04:46:43,42737.39,42738.08,42736.81,42737.38,0.441
2021-08-07 04:47:20,42769.46,42769.99,42767.52,42769.45,0.73
2021-08-07 04:47:55,42715.95,42716.54,42715.93,42715.94,4.237
2021-08-07 04:48:32,42701.31,42701.75,42701.25,42701.3,1.018
2021-08-07 04:49:09,42695.82,42696.31,42695.18,42695.81,0.594
2021-08-07 04:49:44,42700.0,42701.44,42699.91,42699.99,0.144
2021-08-07 04:50:21,42741.54,42741.58,42740.85,42741.53,0.857
2021-08-07 04:50:57,42679.28,42680.57,42679.26,42679.27,0.373
2021-08-07 04:51:32,42707.69,42709.2,42706.7,42707.68,0.066
2021-08-07 04:52:06,42705.89,42705.9,42704.87,42705.88,2.779
2021-08-07 04:52:37,42700.81,42701.73,42699.87,42700.8,0.221
2021-08-07 04:53:10,42692.79,42693.5,42692.57,42692.78,0.117
2021-08-07 04:53:43,42691.05,42691.11,42690.96,42691.04,0.001
2021-08-07 04:54:18,42685.05,42685.29,42683.63,42685.04,1.294
2021-08-07 04:54:56,42670.0,42670.76,42669.8,42669.99,0.395
2021-08-07 04:55:29,42697.62,42698.76,42695.73,42697.61,1.401
2021-08-07 04:55:59,42668.2,42668.21,42667.94,42668.19,0.64
2021-08-07 04:56:30,42667.55,42667.61,42667.53,42667.54,0.679
2021-08-07 04:57:02,42717.08,42717.13,42716.65,42717.07,16.677
2021-08-07 04:57:37,42707.29,42707.3,42707.16,42707.28,2.508
2021-08-07 04:58:09,42712.47,42713.2,42711.94,42712.46,0.151
2021-08-07 04:58:42,42675.58,42676.15,42674.21,42675.57,1.523
2021-08-07 04:59:18,42704.21,42705.01,42701.62,42704.2,2.745
2021-08-07 04:59:52,42717.33,42717.34,42717.13,42717.32,1.137
2021-08-07 05:00:28,42760.14,42760.17,42759.49,42760.13,1.925
2021-08-07 05:01:05,42756.41,42756.74,42755.71,42756.4,0.004
2021-08-07 05:01:38,42764.66,42766.7,42764.64,42764.65,0.024
2021-08-07 05:02:14,42676.44,42677.09,42676.36,42676.43,3.378
2021-08-07 05:02:46,42706.42,42706.43,42706.4,42706.41,0.096
2021-08-07 05:03:21,42687.09,42687.27,42687.0,42687.08,9.746
2021-08-07 05:03:57,42682.5,42682.81,42682.43,42682.49,0.457
2021-08-07 05:04:27,42637.2,42638.57,42636.28,42637.19,3.112
2021-08-07 05:05:02,42619.39,42619.96,42618.02,42619.38,0.003
2021-08-07 05:05:36,42642.89,42643.63,42642.81,42642.88,0.964
2021-08-07 05:06:10,42613.41,42614.02,42612.57,42613.4,0.371
2021-08-07 05:06:47,42629.87,42630.01,42629.54,42629.86,1.018
2021-08-07 05:07:21,42622.06,42625.32,42622.03,42622.05,0.104
2021-08-07 05:07:54,42600.18,42600.23,42600.16,42600.17,0.817
2021-08-07 05:08:27,42620.0,42620.01,42618.97,42619.99,0.841
2021-08-07 05:09:04,42591.79,42591.81,42591.71,42591.78,0.017
2021-08-07 05:09:44,42592.38,42593.39,42591.57,42592.37,0.015
2021-08-07 05:10:22,42600.0,42600.21,42598.9,42599.99,5.797
2021-08-07 05:10:59,42619.99,42620.0,42619.94,42619.98,2.158
2021-08-07 05:11:32,42629.67,42630.35,42629.11,42629.66,0.446
2021-08-07 05:12:04,42648.08,42648.15,42647.92,42648.04,0.006
2021-08-07 05:12:39,42670.9,42671.09,42670.86,42670.89,0.611
2021-08-07 05:13:13,42615.29,42615.3,42607.92,42607.94,12.157
2021-08-07 05:13:47,42588.96,42591.24,42588.93,42588.95,0.458
2021-08-07 05:14:18,42588.72,42589.7,42587.53,42588.71,0.301
2021-08-07 05:14:50,42602.75,42603.9,42602.23,42602.74,2.267
2021-08-07 05:15:23,42599.93,42599.94,42598.04,42599.92,0.122
2021-08-07 05:15:57,42608.42,42608.64,42608.4,42608.41,1.836
2021-08-07 05:16:31,42549.04,42550.58,42548.58,42549.03,0.03
2021-08-07 05:17:04,42526.04,42527.66,42525.13,42526.03,0.023
2021-08-07 05:17:37,42505.2,42505.99,42503.91,42505.19,0.074
2021-08-07 05:18:11,42519.47,42519.82,42519.2,42519.46,0.296
2021-08-07 05:18:42,42525.25,42525.26,42525.0,42525.24,1.471
2021-08-07 05:19:11,42529.91,42530.02,42529.18,42529.9,1.014
2021-08-07 05:19:39,42538.29,42539.08,42538.25,42538.28,0.483
2021-08-07 05:20:11,42585.41,42586.92,42583.95,42585.4,0.168
2021-08-07 05:20:46,42615.32,42615.33,42614.1,42615.31,2.609
2021-08-07 05:21:17,42617.64,42618.0,42617.62,42617.63,0.572
2021-08-07 05:21:45,42649.24,42649.3,42649.22,42649.23,0.2
2021-08-07 05:22:15,42586.57,42586.62,42586.41,42586.56,0.055
2021-08-07 05:22:49,42562.27,42562.86,42562.15,42562.26,0.795
2021-08-07 05:23:17,42583.47,42583.48,42583.28,42583.46,1.091
2021-08-07 05:23:46,42574.33,42574.36,42571.86,42574.32,1.945
2021-08-07 05:24:10,42579.92,42579.93,42579.9,42579.91,0.027
2021-08-07 05:24:42,42575.01,42575.64,42574.91,42575.0,0.754
2021-08-07 05:25:11,42568.43,42568.67,42568.41,42568.42,0.007
2021-08-07 05:25:43,42587.29,42587.43,42586.71,42587.28,0.078
2021-08-07 05:26:11,42622.55,42622.57,42622.5,42622.54,0.179
2021-08-07 05:26:41,42629.73,42630.82,42629.23,42629.72,0.261
2021-08-07 05:27:11,42620.73,42622.65,42620.71,42620.72,0.195
2021-08-07 05:27:37,42626.11,42627.34,42625.77,42626.1,0.149
2021-08-07 05:28:03,42638.47,42638.5,42638.41,42638.45,0.15
2021-08-07 05:28:33,42639.54,42639.55,42639.26,42639.53,0.039
2021-08-07 05:29:01,42645.27,42645.28,42645.1,42645.26,0.586
2021-08-07 05:29:31,42577.31,42577.62,42576.4,42576.85,0.139
2021-08-07 05:30:05,42566.17,42566.27,42565.69,42566.16,2.623
