,Pa1,Pa2,Pb2,Pb1,Va1
2021-08-07 05:30:36,42606.22,42606.49,42606.01,42606.21,0.02
2021-08-07 05:31:03,42616.3,42617.38,42614.87,42616.29,0.003
2021-08-07 05:31:33,42619.08,42619.19,42619.06,42619.07,1.54
2021-08-07 05:31:59,42632.35,42632.85,42632.18,42632.34,0.077
2021-08-07 05:32:23,42622.83,42623.33,42620.59,42622.82,0.106
2021-08-07 05:32:50,42635.42,42635.54,42635.4,42635.41,4.175
2021-08-07 05:33:20,42638.43,42638.58,42638.15,42638.42,0.105
2021-08-07 05:33:49,42645.01,42645.04,42644.63,42645.0,0.671
2021-08-07 05:34:14,42654.46,42655.5,42645.12,42653.18,0.004
2021-08-07 05:34:39,42645.63,42645.65,42645.26,42645.62,0.712
2021-08-07 05:35:03,42639.54,42641.0,42639.2,42639.53,0.378
2021-08-07 05:35:31,42617.4,42619.09,42616.76,42617.13,1.053
2021-08-07 05:35:55,42614.13,42615.21,42614.11,42614.12,0.021
2021-08-07 05:36:20,42603.72,42606.09,42603.32,42603.71,0.019
2021-08-07 05:36:51,42634.87,42634.93,42634.85,42634.86,0.27
2021-08-07 05:37:25,42655.97,42656.0,42655.42,42655.5,0.016
2021-08-07 05:37:53,42653.26,42653.27,42653.17,42653.25,2.912
2021-08-07 05:38:24,42632.51,42634.36,42632.49,42632.5,0.321
2021-08-07 05:38:57,42653.25,42653.72,42653.0,42653.24,1.689
2021-08-07 05:39:27,42683.35,42684.27,42682.97,42683.34,0.054
2021-08-07 05:39:57,42683.28,42683.64,42682.73,42683.27,4.262
2021-08-07 05:40:25,42680.03,42680.04,42679.99,42680.02,0.165
2021-08-07 05:40:54,42660.21,42662.01,42660.01,42660.2,0.308
2021-08-07 05:41:19,42659.8,42661.07,42659.57,42659.79,0.489
2021-08-07 05:41:44,42639.03,42640.5,42638.94,42639.02,0.16
2021-08-07 05:42:08,42636.13,42637.63,42636.07,42636.12,0.099
2021-08-07 05:42:34,42616.07,42617.72,42615.67,42616.06,0.087
2021-08-07 05:42:54,42621.31,42621.61,42621.29,42621.3,0.088
2021-08-07 05:43:17,42624.01,42624.07,42623.97,42624.0,2.894
2021-08-07 05:43:47,42600.0,42600.01,42599.37,42599.99,0.082
2021-08-07 05:44:19,42623.21,42623.22,42621.82,42623.2,1.11
2021-08-07 05:44:53,42603.82,42604.69,42603.75,42603.81,0.005
2021-08-07 05:45:27,42612.34,42613.68,42610.53,42612.33,3.142
2021-08-07 05:46:04,42591.46,42591.47,42591.44,42591.45,0.026
2021-08-07 05:46:35,42590.37,42590.65,42590.04,42590.36,4.951
2021-08-07 05:47:09,42592.78,42592.89,42592.76,42592.77,0.043
2021-08-07 05:47:47,42619.03,42619.91,42619.01,42619.02,16.367
2021-08-07 05:48:28,42650.0,42650.24,42649.07,42649.99,8.56
2021-08-07 05:49:08,42636.92,42637.06,42636.9,42636.91,0.062
2021-08-07 05:49:45,42633.14,42633.26,42632.25,42633.13,1.41
2021-08-07 05:50:25,42650.0,42650.09,42649.95,42649.99,4.013
2021-08-07 05:51:01,42673.37,42675.0,42673.35,42673.36,1.75
2021-08-07 05:51:37,42585.67,42588.03,42585.01,42585.66,0.706
2021-08-07 05:52:13,42570.01,42570.02,42569.99,42570.0,6.224
2021-08-07 05:52:47,42550.01,42550.11,42549.7,42550.0,0.919
2021-08-07 05:53:21,42550.01,42550.02,42549.7,42550.0,2.531
2021-08-07 05:53:53,42550.01,42550.02,42549.7,42550.0,11.453
2021-08-07 05:54:27,42550.03,42551.74,42550.01,42550.02,0.034
2021-08-07 05:54:59,42553.33,42554.92,42553.17,42553.32,0.056
2021-08-07 05:55:37,42520.01,42520.02,42519.5,42520.0,4.477
2021-08-07 05:56:11,42485.3,42485.31,42485.26,42485.29,0.94
2021-08-07 05:56:46,42481.52,42482.63,42481.49,42481.51,0.111
2021-08-07 05:57:20,42431.25,42431.96,42430.41,42431.24,1.387
2021-08-07 05:57:54,42438.38,42438.92,42438.36,42438.37,4.731
2021-08-07 05:58:27,42431.71,42431.72,42430.75,42431.7,8.749
2021-08-07 05:59:03,42455.2,42455.21,42454.13,42455.19,1.453
2021-08-07 05:59:38,42473.61,42473.72,42472.21,42473.6,2.394
2021-08-07 06:00:14,42489.53,42490.73,42487.67,42489.52,0.048
2021-08-07 06:00:47,42542.42,42542.72,42541.58,42542.41,0.159
2021-08-07 06:01:22,42517.0,42519.0,42516.61,42516.99,8.013
2021-08-07 06:01:58,42547.14,42547.64,42547.11,42547.13,0.045
2021-08-07 06:02:33,42576.95,42578.19,42576.93,42576.94,0.104
2021-08-07 06:03:08,42535.22,42535.26,42535.16,42535.21,0.001
2021-08-07 06:03:45,42540.02,42540.51,42540.0,42540.01,1.757
2021-08-07 06:04:23,42538.06,42538.87,42537.97,42538.05,2.261
2021-08-07 06:04:56,42550.9,42551.6,42550.88,42550.89,1.36
2021-08-07 06:05:32,42565.95,42565.96,42563.06,42565.88,0.28
2021-08-07 06:06:08,42598.52,42600.0,42597.82,42598.51,0.045
2021-08-07 06:06:43,42606.82,42608.99,42604.33,42606.81,0.226
2021-08-07 06:07:17,42609.7,42610.0,42607.59,42609.69,4.48
2021-08-07 06:07:52,42592.03,42593.0,42592.01,42592.02,0.305
2021-08-07 06:08:28,42605.0,42605.34,42604.2,42604.99,1.517
2021-08-07 06:08:59,42603.1,42603.45,42603.07,42603.09,0.327
2021-08-07 06:09:34,42604.72,42605.0,42604.0,42604.71,0.767
2021-08-07 06:10:09,42582.45,42582.46,42581.2,42582.44,1.237
2021-08-07 06:10:43,42603.85,42603.86,42603.62,42603.84,1.305
2021-08-07 06:11:16,42612.93,42613.85,42611.46,42612.92,0.153
2021-08-07 06:11:49,42627.73,42628.97,42626.77,42627.72,0.805
2021-08-07 06:12:22,42621.5,42621.74,42621.37,42621.49,0.1
2021-08-07 06:12:56,42628.45,42629.0,42628.43,42628.44,0.52
2021-08-07 06:13:26,42632.0,42632.01,42631.55,42631.99,6.515
2021-08-07 06:14:00,42630.49,42630.71,42630.47,42630.48,0.511
2021-08-07 06:14:33,42629.83,42629.84,42628.67,42629.82,4.492
2021-08-07 06:15:10,42624.22,42624.41,42622.42,42624.21,10.259
2021-08-07 06:15:47,42616.94,42618.29,42615.91,42616.93,0.243
2021-08-07 06:16:21,42622.38,42622.39,42621.46,42622.37,0.672
2021-08-07 06:16:59,42643.98,42643.99,42643.83,42643.97,0.061
2021-08-07 06:17:36,42668.74,42668.96,42668.12,42668.4,0.001
2021-08-07 06:18:09,42770.41,42771.47,42770.22,42770.4,0.246
2021-08-07 06:18:43,42800.0,42800.06,42799.91,42799.99,4.566
2021-08-07 06:19:17,42858.51,42858.52,42856.6,42858.5,1.435
2021-08-07 06:19:51,42850.02,42850.42,42850.0,42850.01,2.703
2021-08-07 06:20:24,42794.48,42794.49,42792.67,42793.74,0.036
2021-08-07 06:20:57,42751.77,42752.83,42750.9,42751.76,6.533
2021-08-07 06:21:33,42713.22,42714.52,42712.03,42713.21,6.238
2021-08-07 06:22:07,42634.85,42635.12,42633.32,42634.84,1.71
2021-08-07 06:22:41,42693.02,42693.06,42693.0,42693.01,2.515
2021-08-07 06:23:14,42677.19,42677.59,42675.66,42677.18,0.845
2021-08-07 06:23:47,42703.96,42704.8,42703.41,42703.95,3.871
2021-08-07 06:24:20,42702.89,42703.77,42701.93,42702.88,4.012
2021-08-07 06:24:55,42741.25,42742.2,42741.23,42741.24,0.6
2021-08-07 06:25:29,42708.63,42709.48,42708.28,42708.62,0.828
2021-08-07 06:26:02,42689.01,42689.02,42688.92,42689.0,0.125
2021-08-07 06:26:38,42677.13,42679.8,42677.08,42677.12,0.103
2021-08-07 06:27:10,42686.51,42687.07,42686.49,42686.5,0.949
2021-08-07 06:27:44,42720.63,42723.21,42720.02,42720.62,0.807
2021-08-07 06:28:17,42717.01,42719.49,42715.64,42717.0,2.186
2021-08-07 06:28:48,42706.96,42706.97,42706.35,42706.36,0.037
2021-08-07 06:29:19,42708.23,42710.24,42708.21,42708.22,0.085
2021-08-07 06:29:55,42690.9,42691.99,42690.61,42690.89,2.32
2021-08-07 06:30:33,42667.6,42668.44,42666.07,42667.59,7.427
2021-08-07 06:31:06,42650.19,42650.25,42650.13,42650.18,0.08
2021-08-07 06:31:38,42630.9,42630.91,42630.88,42630.89,1.171
2021-08-07 06:32:11,42619.51,42620.12,42618.56,42619.5,0.001
2021-08-07 06:32:48,42582.12,42582.15,42581.85,42581.93,0.003
2021-08-07 06:33:25,42580.01,42580.5,42579.37,42580.0,0.062
2021-08-07 06:34:00,42590.91,42590.93,42589.06,42590.9,7.393
2021-08-07 06:34:33,42596.07,42597.17,42596.04,42596.06,0.006
2021-08-07 06:35:08,42594.73,42595.79,42594.01,42594.72,0.05
2021-08-07 06:35:41,42588.0,42588.1,42587.66,42587.99,0.074
2021-08-07 06:36:19,42594.02,42594.46,42592.18,42594.01,1.94
2021-08-07 06:36:51,42583.01,42583.2,42582.88,42583.0,0.287
2021-08-07 06:37:25,42587.01,42587.33,42585.54,42587.0,2.529
2021-08-07 06:38:01,42597.42,42599.85,42596.77,42597.41,0.314
2021-08-07 06:38:36,42606.88,42607.75,42605.72,42606.87,0.462
2021-08-07 06:39:04,42610.0,42610.17,42609.39,42609.99,0.152
2021-08-07 06:39:37,42640.95,42641.86,42640.83,42640.94,0.101
2021-08-07 06:40:10,42639.1,42639.87,42639.01,42639.09,5.65
2021-08-07 06:40:45,42629.86,42629.92,42629.84,42629.85,0.502
2021-08-07 06:41:16,42619.05,42619.41,42619.0,42619.04,0.819
2021-08-07 06:41:51,42612.28,42612.98,42611.42,42612.27,0.25
2021-08-07 06:42:28,42602.01,42602.49,42601.92,42602.0,7.211
2021-08-07 06:43:04,42602.23,42603.04,42601.54,42602.22,1.079
2021-08-07 06:43:40,42607.89,42608.12,42607.72,42607.88,3.138
2021-08-07 06:44:14,42611.56,42611.83,42610.48,42611.55,0.034
2021-08-07 06:44:48,42641.28,42642.0,42641.01,42641.27,5.748
2021-08-07 06:45:22,42646.83,42646.84,42646.4,42646.82,0.929
2021-08-07 06:45:59,42606.19,42606.2,42605.48,42606.18,1.932
2021-08-07 06:46:37,42569.99,42570.0,42567.62,42568.03,0.095
2021-08-07 06:47:10,42567.0,42567.01,42565.56,42566.22,0.023
2021-08-07 06:47:43,42566.57,42567.23,42566.39,42566.56,1.481
2021-08-07 06:48:21,42599.15,42599.16,42597.19,42599.14,0.115
2021-08-07 06:48:53,42595.99,42597.52,42595.87,42595.98,0.019
2021-08-07 06:49:27,42599.99,42600.0,42599.49,42599.98,3.061
2021-08-07 06:50:02,42626.8,42626.81,42625.73,42626.79,3.211
2021-08-07 06:50:39,42652.81,42653.13,42652.37,42652.8,2.517
2021-08-07 06:51:15,42662.12,42662.23,42661.27,42662.11,0.636
2021-08-07 06:51:48,42657.57,42657.64,42654.68,42657.56,0.784
2021-08-07 06:52:23,42695.15,42697.22,42694.98,42695.14,0.186
2021-08-07 06:52:55,42692.29,42692.64,42692.01,42692.28,0.638
2021-08-07 06:53:32,42698.83,42700.0,42698.4,42698.82,0.924
2021-08-07 06:54:07,42699.0,42699.99,42698.34,42698.99,0.825
2021-08-07 06:54:44,42730.79,42731.5,42730.67,42730.78,0.164
2021-08-07 06:55:22,42707.29,42708.18,42705.85,42707.28,1.532
2021-08-07 06:55:55,42698.0,42698.95,42697.53,42697.99,0.1
2021-08-07 06:56:33,42712.37,42713.95,42712.27,42712.36,0.435
2021-08-07 06:57:08,42720.0,42720.19,42719.81,42719.98,1.466
2021-08-07 06:57:45,42751.86,42751.87,42751.69,42751.85,7.729
2021-08-07 06:58:19,42740.0,42740.4,42739.91,42739.99,0.041
2021-08-07 06:58:54,42737.08,42737.17,42736.31,42737.07,0.271
2021-08-07 06:59:30,42784.0,42784.17,42783.09,42783.99,0.12
2021-08-07 07:00:06,42780.0,42780.99,42778.9,42779.99,1.864
2021-08-07 07:00:40,42736.74,42736.82,42736.72,42736.73,0.363
2021-08-07 07:01:18,42688.49,42688.83,42686.84,42688.48,0.772
2021-08-07 07:01:54,42686.64,42688.23,42685.1,42686.63,5.061
2021-08-07 07:02:30,42677.98,42679.12,42676.83,42677.97,0.25
2021-08-07 07:03:10,42672.08,42672.1,42671.06,42672.07,1.25
2021-08-07 07:03:49,42656.55,42656.58,42656.53,42656.54,0.075
2021-08-07 07:04:27,42671.22,42671.61,42670.86,42671.21,6.197
2021-08-07 07:05:04,42676.69,42678.38,42676.25,42676.26,0.42
2021-08-07 07:05:41,42666.34,42667.77,42665.32,42666.33,3.503
2021-08-07 07:06:18,42656.19,42657.04,42655.89,42656.18,0.308
2021-08-07 07:06:50,42660.99,42661.58,42660.13,42660.98,0.061
2021-08-07 07:07:25,42678.03,42678.89,42677.84,42678.02,1.061
2021-08-07 07:08:02,42673.0,42674.0,42672.83,42672.99,0.001
2021-08-07 07:08:38,42701.01,42702.7,42700.97,42701.0,0.124
2021-08-07 07:09:19,42683.01,42683.54,42681.53,42683.0,0.008
2021-08-07 07:10:00,42679.84,42679.97,42679.82,42679.83,0.794
2021-08-07 07:10:40,42698.11,42699.0,42698.08,42698.1,0.013
2021-08-07 07:11:18,42716.37,42718.2,42716.05,42716.36,0.421
2021-08-07 07:11:53,42726.7,42728.74,42726.66,42726.69,0.197
2021-08-07 07:12:28,42712.88,42712.96,42711.29,42712.87,0.2
2021-08-07 07:13:07,42693.51,42694.36,42692.76,42693.5,0.293
2021-08-07 07:13:47,42678.22,42678.97,42675.79,42678.21,6.005
2021-08-07 07:14:24,42675.01,42675.99,42674.55,42675.0,8.277
2021-08-07 07:14:52,42670.46,42670.58,42670.0,42670.45,0.338
2021-08-07 07:15:27,42666.67,42669.0,42666.26,42666.66,0.037
2021-08-07 07:16:02,42639.02,42639.16,42638.8,42639.01,0.19
2021-08-07 07:16:38,42618.74,42619.71,42618.18,42618.73,1.483
2021-08-07 07:17:13,42578.05,42579.29,42578.0,42578.04,1.351
2021-08-07 07:17:52,42578.34,42578.69,42576.75,42578.33,0.227
2021-08-07 07:18:28,42592.8,42593.77,42592.6,42592.79,0.564
2021-08-07 07:19:05,42584.88,42586.75,42584.84,42584.87,0.527
2021-08-07 07:19:41,42634.11,42634.12,42631.52,42634.1,7.218
2021-08-07 07:20:18,42630.72,42630.73,42630.7,42630.71,6.541
2021-08-07 07:20:54,42630.59,42630.74,42630.03,42630.58,0.665
2021-08-07 07:21:31,42658.94,42659.41,42658.56,42658.93,0.604
2021-08-07 07:22:09,42671.02,42671.35,42670.01,42671.01,1.664
2021-08-07 07:22:47,42659.48,42660.0,42658.94,42659.47,0.011
2021-08-07 07:23:24,42662.89,42663.34,42662.87,42662.88,0.537
2021-08-07 07:24:01,42690.01,42690.27,42689.66,42690.0,0.37
2021-08-07 07:24:37,42708.75,42709.02,42707.96,42708.74,5.315
2021-08-07 07:25:15,42684.17,42684.2,42681.66,42684.16,0.001
2021-08-07 07:25:49,42704.0,42704.87,42702.28,42703.99,0.155
2021-08-07 07:26:25,42710.44,42710.93,42710.09,42710.43,1.537
2021-08-07 07:26:58,42721.29,42721.99,42721.27,42721.28,0.703
2021-08-07 07:27:35,42731.24,42732.17,42730.79,42731.23,0.031
2021-08-07 07:28:11,42729.08,42729.25,42728.42,42729.07,0.142
2021-08-07 07:28:50,42739.94,42739.95,42739.92,42739.93,6.232
2021-08-07 07:29:26,42716.79,42716.81,42716.1,42716.78,0.018
2021-08-07 07:30:04,42723.06,42723.1,42721.62,42723.05,0.414
2021-08-07 07:30:41,42759.85,42759.86,42759.44,42759.84,10.352
2021-08-07 07:31:23,42757.41,42757.64,42757.39,42757.4,0.136
2021-08-07 07:31:59,42757.07,42757.12,42755.82,42757.06,0.207
2021-08-07 07:32:33,42762.45,42762.64,42762.43,42762.44,0.617
2021-08-07 07:33:08,42772.72,42772.83,42772.64,42772.71,0.939
2021-08-07 07:33:43,42779.01,42780.07,42778.88,42779.0,0.787
2021-08-07 07:34:18,42788.37,42788.38,42787.4,42788.36,2.233
2021-08-07 07:34:53,42737.47,42737.76,42737.45,42737.46,0.27
2021-08-07 07:35:31,42744.29,42744.42,42742.88,42744.28,3.11
2021-08-07 07:36:07,42745.03,42745.1,42743.88,42745.02,1.123
2021-08-07 07:36:41,42752.02,42752.7,42752.0,42752.01,15.89
2021-08-07 07:37:17,42750.0,42750.01,42749.6,42749.99,2.386
2021-08-07 07:37:50,42751.54,42751.55,42751.0,42751.53,2.751
2021-08-07 07:38:26,42731.81,42733.67,42731.77,42731.8,0.384
2021-08-07 07:39:00,42696.66,42697.37,42695.16,42696.65,1.1
2021-08-07 07:39:36,42768.3,42768.38,42768.24,42768.29,0.423
2021-08-07 07:40:12,42810.91,42811.64,42810.0,42810.9,6.671
2021-08-07 07:40:45,42782.51,42783.01,42781.81,42782.5,3.355
2021-08-07 07:41:20,42801.01,42801.9,42800.53,42801.0,0.468
2021-08-07 07:41:58,42793.44,42793.71,42792.98,42793.43,1.076
2021-08-07 07:42:35,42772.13,42772.38,42772.02,42772.12,1.611
2021-08-07 07:43:14,42802.76,42803.59,42802.39,42802.75,0.221
2021-08-07 07:43:49,42808.01,42808.34,42807.98,42808.0,0.154
2021-08-07 07:44:24,42790.01,42790.25,42788.65,42790.0,2.751
2021-08-07 07:45:01,42789.98,42790.0,42787.51,42789.97,10.911
2021-08-07 07:45:38,42764.79,42764.8,42763.97,42764.78,2.528
2021-08-07 07:46:15,42737.24,42739.1,42737.1,42737.23,0.108
2021-08-07 07:46:53,42747.39,42747.94,42747.0,42747.38,0.086
2021-08-07 07:47:29,42752.7,42753.5,42752.0,42752.69,12.406
2021-08-07 07:48:03,42769.15,42769.78,42767.73,42769.14,0.073
2021-08-07 07:48:41,42780.01,42780.18,42779.99,42780.0,3.32
2021-08-07 07:49:17,42787.75,42787.81,42786.74,42787.74,0.851
2021-08-07 07:49:53,42796.22,42796.35,42792.66,42796.21,6.045
2021-08-07 07:50:31,42800.3,42800.32,42800.0,42800.29,0.225
2021-08-07 07:51:06,42795.73,42798.18,42795.41,42795.6,0.023
2021-08-07 07:51:44,42809.3,42809.84,42808.95,42809.29,0.09
2021-08-07 07:52:24,42790.01,42790.04,42789.8,42790.0,2.248
2021-08-07 07:53:01,42790.64,42790.68,42790.0,42790.63,3.099
2021-08-07 07:53:43,42777.78,42778.01,42777.76,42777.77,0.001
2021-08-07 07:54:18,42774.96,42775.84,42774.94,42774.95,0.764
2021-08-07 07:54:56,42788.01,42788.65,42786.55,42788.0,2.991
2021-08-07 07:55:35,42790.54,42790.55,42790.52,42790.53,3.501
2021-08-07 07:56:10,42803.01,42803.15,42802.89,42803.0,3.443
2021-08-07 07:56:47,42803.73,42803.75,42803.71,42803.72,0.031
2021-08-07 07:57:23,42849.04,42849.05,42848.23,42848.52,0.023
2021-08-07 07:57:57,42876.28,42876.45,42875.09,42876.27,1.774
2021-08-07 07:58:33,42819.54,42819.67,42817.61,42819.53,0.518
2021-08-07 07:59:08,42768.94,42768.96,42768.31,42768.34,0.036
2021-08-07 07:59:43,42782.1,42782.47,42781.52,42782.09,5.382
