,Pa1,Pb1,Pa2,Pb2,Va1
2021-10-01 06:44:28,43733.91,43733.9,43734.0,43733.47,0.24
2021-10-01 06:45:05,43742.53,43742.52,43743.86,43740.43,2.906
2021-10-01 06:45:46,43673.47,43673.26,43673.54,43672.31,0.18
2021-10-01 06:46:26,43671.02,43671.01,43671.55,43670.21,1.148
2021-10-01 06:47:09,43675.01,43675.0,43675.51,43674.01,1.248
2021-10-01 06:47:55,43728.56,43728.55,43728.98,43728.05,0.884
2021-10-01 06:48:37,43714.35,43714.34,43714.63,43713.84,0.671
2021-10-01 06:49:20,43684.02,43684.01,43684.16,43683.28,0.114
2021-10-01 06:50:05,43720.56,43719.51,43721.83,43719.4,0.001
2021-10-01 06:50:44,43684.08,43683.05,43684.23,43683.04,0.046
2021-10-01 06:51:27,43678.37,43678.36,43678.38,43676.69,0.825
2021-10-01 06:52:03,43725.47,43725.46,43725.51,43725.18,0.234
2021-10-01 06:52:44,43741.06,43741.05,43742.28,43741.04,0.632
2021-10-01 06:53:19,43726.01,43726.0,43726.51,43724.82,1.534
2021-10-01 06:53:56,43738.63,43738.62,43741.87,43738.61,0.035
2021-10-01 06:54:33,43734.0,43733.99,43734.5,43733.52,0.473
2021-10-01 06:55:15,43719.01,43719.0,43719.45,43718.5,0.573
2021-10-01 06:55:54,43671.01,43671.0,43671.35,43670.54,0.554
2021-10-01 06:56:35,43679.34,43679.33,43680.01,43679.3,0.86
2021-10-01 06:57:13,43695.72,43695.71,43695.92,43694.23,1.232
2021-10-01 06:57:56,43696.73,43696.72,43697.23,43695.58,0.486
2021-10-01 06:58:38,43711.12,43711.11,43711.13,43711.0,0.128
2021-10-01 06:59:20,43712.26,43712.25,43712.63,43712.12,1.849
2021-10-01 07:00:09,43731.24,43731.22,43732.82,43731.02,0.297
2021-10-01 07:00:50,43721.53,43721.52,43721.72,43720.9,0.182
2021-10-01 07:01:32,43735.73,43735.72,43737.63,43735.56,0.512
2021-10-01 07:02:19,43740.21,43740.2,43740.22,43739.79,0.132
2021-10-01 07:03:04,43782.34,43782.33,43783.08,43781.48,0.549
2021-10-01 07:03:46,43777.54,43777.53,43778.31,43777.07,0.25
2021-10-01 07:04:29,43787.51,43787.5,43788.06,43786.26,0.584
2021-10-01 07:05:09,43781.2,43781.19,43783.71,43779.22,0.005
2021-10-01 07:05:53,43770.08,43770.07,43770.28,43769.04,0.344
2021-10-01 07:06:30,43744.39,43744.38,43745.0,43744.26,0.551
2021-10-01 07:07:11,43711.34,43711.33,43716.37,43711.03,0.029
2021-10-01 07:07:51,43698.58,43698.57,43698.67,43696.14,0.872
2021-10-01 07:08:31,43692.02,43692.01,43692.57,43691.91,0.272
2021-10-01 07:09:10,43645.65,43645.64,43648.14,43645.21,0.151
2021-10-01 07:09:48,43650.14,43650.13,43651.07,43650.0,0.542
2021-10-01 07:10:24,43639.0,43638.99,43639.39,43638.77,0.725
2021-10-01 07:11:02,43612.56,43612.55,43612.57,43612.5,4.436
2021-10-01 07:11:36,43615.35,43615.34,43616.09,43612.94,1.164
2021-10-01 07:12:12,43625.38,43625.37,43625.74,43624.87,1.13
2021-10-01 07:12:53,43628.88,43628.87,43628.89,43627.32,0.014
2021-10-01 07:13:33,43652.07,43650.94,43654.17,43650.93,0.173
2021-10-01 07:14:12,43686.69,43686.68,43688.01,43686.18,4.056
2021-10-01 07:14:52,43668.54,43668.53,43669.34,43667.59,0.342
2021-10-01 07:15:30,43624.27,43624.26,43625.0,43620.46,0.993
2021-10-01 07:16:08,43603.32,43603.31,43604.27,43603.3,0.442
2021-10-01 07:16:48,43586.01,43586.0,43586.05,43585.97,0.103
2021-10-01 07:17:28,43614.0,43613.99,43614.36,43613.7,0.271
2021-10-01 07:18:12,43607.78,43607.41,43607.93,43607.4,0.046
2021-10-01 07:18:54,43607.37,43606.95,43607.63,43606.94,0.005
2021-10-01 07:19:32,43600.52,43600.51,43603.23,43600.42,0.359
2021-10-01 07:20:12,43572.47,43572.46,43572.97,43572.29,0.047
2021-10-01 07:20:55,43610.06,43610.05,43613.15,43608.46,0.542
2021-10-01 07:21:37,43590.59,43590.58,43591.55,43590.07,0.014
2021-10-01 07:22:16,43619.56,43619.55,43621.72,43619.22,0.072
2021-10-01 07:22:56,43614.65,43614.64,43615.0,43614.14,0.27
2021-10-01 07:23:38,43602.26,43602.25,43603.86,43601.75,0.651
2021-10-01 07:24:22,43618.37,43618.36,43618.38,43617.6,0.285
2021-10-01 07:25:07,43639.04,43639.03,43639.54,43639.0,0.047
2021-10-01 07:25:48,43614.22,43614.21,43615.0,43612.86,0.293
2021-10-01 07:26:27,43602.7,43602.69,43603.95,43602.19,0.476
2021-10-01 07:27:09,43641.35,43641.34,43642.64,43641.3,1.208
2021-10-01 07:27:50,43665.23,43665.22,43665.24,43663.12,0.787
2021-10-01 07:28:32,43685.69,43685.68,43687.23,43685.53,0.266
2021-10-01 07:29:12,43685.91,43685.9,43687.45,43683.09,0.039
2021-10-01 07:29:50,43695.03,43694.17,43695.91,43694.16,0.28
2021-10-01 07:30:32,43713.9,43713.89,43714.48,43713.21,0.698
2021-10-01 07:31:09,43768.31,43768.3,43768.32,43767.81,0.237
2021-10-01 07:31:47,43780.0,43779.99,43780.69,43779.98,3.318
2021-10-01 07:32:23,43824.06,43824.05,43824.56,43823.6,0.917
2021-10-01 07:33:01,43843.97,43842.15,43843.98,43841.21,0.191
2021-10-01 07:33:37,43861.12,43861.11,43863.23,43860.62,0.166
2021-10-01 07:34:14,43839.79,43839.78,43840.28,43839.21,0.499
2021-10-01 07:34:52,43825.34,43825.33,43827.52,43825.32,0.1
2021-10-01 07:35:31,43791.54,43791.53,43793.0,43791.06,0.001
2021-10-01 07:36:11,43808.15,43805.72,43808.53,43805.71,0.216
2021-10-01 07:36:52,43800.01,43800.0,43800.28,43799.92,2.653
2021-10-01 07:37:32,43804.49,43804.48,43805.0,43803.71,0.645
2021-10-01 07:38:22,43788.17,43788.16,43789.28,43786.99,0.075
2021-10-01 07:39:09,43813.58,43813.57,43813.84,43811.8,4.532
2021-10-01 07:39:50,43834.23,43834.22,43834.32,43832.45,1.486
2021-10-01 07:40:31,43806.96,43806.95,43807.45,43806.45,0.243
2021-10-01 07:41:17,43819.99,43819.98,43820.25,43817.93,0.138
2021-10-01 07:41:56,43847.24,43847.23,43847.89,43846.99,0.363
2021-10-01 07:42:35,43847.01,43847.0,43847.91,43845.61,0.627
2021-10-01 07:43:15,43838.57,43838.56,43838.88,43836.55,0.19
2021-10-01 07:43:59,43799.83,43799.82,43800.0,43799.62,0.685
2021-10-01 07:44:42,43800.33,43800.32,43800.34,43800.19,0.164
2021-10-01 07:45:26,43820.0,43819.99,43820.5,43819.49,0.607
2021-10-01 07:46:06,43856.51,43856.5,43856.53,43856.3,0.21
2021-10-01 07:46:46,43847.59,43847.58,43848.11,43846.99,0.001
2021-10-01 07:47:26,43810.0,43809.99,43811.17,43809.49,0.25
2021-10-01 07:48:08,43794.8,43794.79,43795.15,43793.41,0.28
2021-10-01 07:48:48,43804.14,43804.13,43804.43,43804.1,0.753
2021-10-01 07:49:32,43800.0,43799.99,43800.46,43799.38,0.006
2021-10-01 07:50:14,43790.06,43790.05,43791.58,43790.0,0.397
2021-10-01 07:51:05,43790.98,43790.97,43792.21,43790.13,0.555
2021-10-01 07:52:07,43786.99,43786.98,43787.27,43786.94,6.53
2021-10-01 07:52:47,43803.99,43803.98,43804.0,43803.66,0.006
2021-10-01 07:53:26,43812.86,43812.85,43814.2,43812.84,0.245
2021-10-01 07:54:07,43776.56,43776.55,43776.57,43775.73,0.093
2021-10-01 07:54:52,43759.01,43759.0,43759.18,43758.95,0.351
2021-10-01 07:55:32,43720.56,43720.55,43721.24,43720.17,0.025
2021-10-01 07:56:09,43713.61,43713.6,43713.63,43712.0,0.009
2021-10-01 07:56:49,43711.01,43711.0,43712.06,43709.37,0.357
2021-10-01 07:57:27,43729.75,43725.41,43732.02,43725.4,0.062
2021-10-01 07:58:08,43750.71,43750.7,43750.72,43750.69,2.263
2021-10-01 07:58:50,43764.63,43764.62,43765.15,43762.63,0.966
2021-10-01 07:59:30,43774.86,43774.85,43774.9,43773.44,0.867
