,Pa1,Pb1,Pa2,Pb2,Va1
2021-09-30 08:00:39,41508.82,41508.81,41509.57,41508.27,0.094
2021-09-30 08:01:17,41482.31,41482.3,41482.95,41482.22,1.413
2021-09-30 08:01:57,41481.29,41481.28,41482.32,41481.15,0.405
2021-09-30 08:02:36,41437.25,41437.24,41437.74,41436.84,0.008
2021-09-30 08:03:13,41538.61,41538.6,41539.17,41538.2,1.204
2021-09-30 08:03:51,41539.8,41539.79,41540.4,41539.77,0.018
2021-09-30 08:04:28,41450.01,41450.0,41450.68,41449.9,0.227
2021-09-30 08:05:05,41486.57,41481.79,41486.58,41481.77,0.037
2021-09-30 08:05:44,41444.9,41444.89,41444.93,41444.64,0.213
2021-09-30 08:06:27,41420.01,41420.0,41420.15,41419.98,1.624
2021-09-30 08:07:04,41399.51,41399.5,41399.85,41399.41,0.429
2021-09-30 08:07:47,41417.74,41417.73,41418.24,41417.23,0.815
2021-09-30 08:08:32,41414.55,41414.54,41414.6,41414.1,0.237
2021-09-30 08:09:20,41432.31,41432.3,41433.25,41431.77,0.33
2021-09-30 08:10:06,41466.39,41466.38,41467.14,41465.88,0.503
2021-09-30 08:10:51,41412.37,41412.36,41412.38,41410.71,19.466
2021-09-30 08:11:35,41418.23,41418.22,41418.24,41416.33,1.881
2021-09-30 08:12:18,41448.43,41448.42,41450.0,41447.8,0.035
2021-09-30 08:13:03,41440.39,41440.38,41440.45,41439.08,0.109
2021-09-30 08:13:48,41447.43,41447.42,41448.36,41447.19,0.11
2021-09-30 08:14:32,41516.19,41516.18,41516.21,41515.74,0.634
2021-09-30 08:15:13,41543.61,41542.48,41544.8,41541.39,0.001
2021-09-30 08:15:51,41667.31,41666.1,41667.32,41665.99,3.257
2021-09-30 08:16:30,41722.01,41721.58,41722.22,41721.44,1.017
2021-09-30 08:17:12,41703.11,41702.84,41704.37,41701.64,0.79
2021-09-30 08:17:48,41726.97,41726.96,41726.99,41724.41,1.047
2021-09-30 08:18:23,41697.05,41697.04,41698.67,41696.68,0.001
2021-09-30 08:19:03,41694.24,41694.23,41694.38,41694.2,1.57
2021-09-30 08:19:39,41743.15,41743.14,41743.16,41742.66,0.259
2021-09-30 08:20:15,41730.25,41730.24,41730.7,41730.23,0.002
2021-09-30 08:20:54,41692.37,41692.36,41692.38,41689.71,2.15
2021-09-30 08:21:31,41705.69,41705.68,41706.38,41705.41,0.661
2021-09-30 08:22:11,41720.0,41719.99,41720.2,41716.37,1.728
2021-09-30 08:22:56,41700.01,41700.0,41700.24,41699.44,0.128
2021-09-30 08:23:39,41695.03,41695.02,41696.21,41694.96,0.339
2021-09-30 08:24:20,41715.46,41715.45,41715.55,41714.75,5.409
2021-09-30 08:24:58,41748.22,41748.21,41749.2,41747.87,0.101
2021-09-30 08:25:36,41718.84,41718.83,41721.11,41718.81,0.747
2021-09-30 08:26:20,41704.81,41704.8,41704.87,41704.47,1.793
2021-09-30 08:27:06,41701.82,41701.81,41702.04,41701.8,0.285
2021-09-30 08:27:53,41729.89,41729.88,41730.41,41729.0,0.991
2021-09-30 08:28:32,41708.53,41706.67,41708.63,41706.66,0.105
2021-09-30 08:29:15,41713.93,41713.92,41714.43,41713.0,0.49
2021-09-30 08:29:55,41703.52,41703.51,41703.93,41701.42,1.216
2021-09-30 08:30:34,41690.01,41690.0,41691.53,41689.52,0.469
2021-09-30 08:31:13,41660.22,41660.21,41660.57,41660.2,1.786
2021-09-30 08:31:52,41641.06,41639.77,41641.66,41639.76,0.157
2021-09-30 08:32:29,41664.61,41664.6,41664.64,41663.82,5.069
2021-09-30 08:33:07,41636.43,41636.42,41636.6,41636.4,0.474
2021-09-30 08:33:51,41630.26,41630.25,41630.27,41630.02,0.142
2021-09-30 08:34:35,41641.85,41641.84,41642.24,41640.98,1.823
2021-09-30 08:35:15,41653.52,41653.51,41653.67,41653.08,1.337
2021-09-30 08:36:05,41644.11,41643.2,41644.14,41642.71,0.02
2021-09-30 08:36:52,41631.09,41631.08,41631.1,41631.0,0.429
2021-09-30 08:37:32,41652.52,41652.51,41652.7,41652.49,0.505
2021-09-30 08:38:16,41647.84,41647.14,41648.83,41647.13,0.048
2021-09-30 08:39:01,41697.59,41697.58,41698.11,41695.05,1.229
2021-09-30 08:39:45,41683.43,41683.42,41684.79,41682.88,0.233
2021-09-30 08:40:28,41656.57,41656.56,41656.58,41656.1,1.42
2021-09-30 08:41:09,41657.19,41657.18,41658.5,41656.98,0.189
2021-09-30 08:41:55,41673.92,41673.91,41674.0,41672.96,1.114
2021-09-30 08:42:32,41802.58,41802.57,41803.44,41802.56,0.06
2021-09-30 08:43:13,41882.97,41882.96,41883.12,41882.46,0.506
2021-09-30 08:43:51,41890.7,41890.69,41892.19,41890.61,0.253
2021-09-30 08:44:34,41913.12,41913.11,41913.83,41912.2,0.128
2021-09-30 08:45:09,41967.28,41967.27,41968.1,41967.05,0.529
2021-09-30 08:45:45,41955.48,41955.47,41955.49,41955.46,0.3
2021-09-30 08:46:22,41949.34,41949.33,41949.4,41948.13,0.058
2021-09-30 08:46:59,41969.97,41969.96,41970.47,41969.81,0.324
2021-09-30 08:47:35,41992.77,41992.76,41994.29,41991.4,0.001
2021-09-30 08:48:11,42043.18,42043.17,42043.6,42043.16,0.149
2021-09-30 08:48:53,42168.16,42166.01,42168.54,42165.97,0.412
2021-09-30 08:49:29,42199.41,42199.4,42200.0,42198.22,1.996
2021-09-30 08:50:02,42174.94,42174.93,42174.95,42174.92,0.501
2021-09-30 08:50:38,42175.35,42175.34,42175.45,42174.99,0.536
2021-09-30 08:51:12,42210.14,42210.13,42210.24,42208.71,0.048
2021-09-30 08:51:46,42228.99,42228.98,42229.52,42227.96,0.225
2021-09-30 08:52:21,42191.39,42191.38,42192.79,42190.89,0.048
2021-09-30 08:52:55,42212.1,42212.09,42212.31,42211.8,0.065
2021-09-30 08:53:29,42263.0,42262.99,42264.46,42262.98,0.184
2021-09-30 08:54:05,42273.46,42273.45,42273.62,42273.4,0.722
2021-09-30 08:54:39,42318.52,42316.48,42318.53,42316.47,0.022
2021-09-30 08:55:13,42310.59,42310.58,42312.34,42310.44,0.053
2021-09-30 08:55:47,42296.75,42296.62,42296.76,42296.47,0.092
2021-09-30 08:56:20,42358.81,42358.8,42359.31,42358.3,0.516
2021-09-30 08:56:56,42334.25,42334.24,42334.75,42331.85,0.025
2021-09-30 08:57:31,42327.11,42327.1,42327.12,42326.88,1.867
2021-09-30 08:58:07,42302.81,42302.8,42304.93,42301.56,0.025
2021-09-30 08:58:43,42297.01,42297.0,42298.77,42296.0,0.262
2021-09-30 08:59:18,42299.48,42299.47,42299.99,42299.45,0.313
2021-09-30 08:59:53,42327.97,42327.67,42327.98,42326.88,0.092
2021-09-30 09:00:30,42305.71,42305.7,42308.1,42305.54,0.475
2021-09-30 09:01:04,42321.29,42321.28,42323.8,42321.05,0.492
2021-09-30 09:01:40,42319.67,42319.66,42320.01,42319.29,0.402
2021-09-30 09:02:16,42284.53,42284.52,42285.03,42284.51,0.394
2021-09-30 09:02:50,42296.17,42296.16,42296.28,42293.45,0.418
2021-09-30 09:03:27,42302.82,42302.81,42304.8,42301.35,0.329
2021-09-30 09:04:05,42275.1,42275.09,42277.52,42275.0,0.009
2021-09-30 09:04:43,42275.49,42275.46,42275.59,42275.08,0.042
2021-09-30 09:05:20,42275.4,42275.39,42276.45,42274.39,0.196
2021-09-30 09:05:55,42226.73,42226.72,42226.82,42225.96,0.216
2021-09-30 09:06:31,42248.97,42248.96,42249.32,42248.46,0.005
2021-09-30 09:07:09,42234.61,42234.6,42234.85,42234.58,0.064
2021-09-30 09:07:51,42251.14,42251.13,42251.16,42251.08,0.915
2021-09-30 09:08:31,42255.17,42255.09,42255.35,42255.06,0.302
2021-09-30 09:09:08,42340.21,42340.2,42340.22,42339.71,2.585
2021-09-30 09:09:45,42441.88,42441.87,42442.99,42441.37,0.058
2021-09-30 09:10:23,42554.13,42552.65,42556.53,42552.64,0.08
2021-09-30 09:11:09,42770.0,42769.99,42770.22,42769.32,0.346
2021-09-30 09:11:55,42853.67,42848.91,42855.99,42848.86,0.012
2021-09-30 09:12:31,42788.4,42788.39,42788.91,42784.1,1.368
2021-09-30 09:13:05,42869.34,42869.33,42869.46,42869.32,0.028
2021-09-30 09:13:39,42813.44,42813.43,42815.04,42813.02,0.073
2021-09-30 09:14:13,42884.38,42883.09,42884.68,42883.01,0.22
2021-09-30 09:14:49,42883.55,42883.54,42884.13,42882.77,0.28
2021-09-30 09:15:30,43087.85,43086.27,43090.3,43086.18,0.214
2021-09-30 09:16:21,43035.01,43035.0,43035.87,43034.5,0.003
2021-09-30 09:17:03,43026.92,43026.91,43030.83,43026.57,0.142
2021-09-30 09:17:39,42959.76,42959.75,42960.23,42959.0,0.078
2021-09-30 09:18:13,42957.88,42956.14,42958.16,42956.13,0.117
2021-09-30 09:18:50,42993.47,42993.46,42994.65,42993.33,1.512
2021-09-30 09:19:26,43010.0,43009.99,43010.72,43009.6,0.916
2021-09-30 09:20:01,42967.7,42967.69,42968.61,42967.6,0.001
2021-09-30 09:20:36,43019.38,43019.37,43019.39,43018.39,0.735
2021-09-30 09:21:11,43059.49,43059.48,43059.99,43059.06,0.029
2021-09-30 09:21:47,42965.01,42965.0,42965.27,42964.59,0.128
2021-09-30 09:22:21,42888.75,42888.74,42888.77,42888.09,0.476
2021-09-30 09:22:56,42867.7,42867.69,42868.0,42867.58,8.747
2021-09-30 09:23:30,42838.74,42838.73,42840.45,42838.67,0.23
2021-09-30 09:24:04,42830.28,42830.27,42830.8,42830.01,1.123
2021-09-30 09:24:38,42888.0,42887.99,42888.19,42887.97,1.535
2021-09-30 09:25:13,42822.63,42822.62,42823.13,42822.6,0.13
2021-09-30 09:25:47,42839.75,42839.74,42840.11,42839.58,0.021
2021-09-30 09:26:24,42866.92,42865.7,42867.3,42865.67,0.191
2021-09-30 09:27:00,42872.18,42872.17,42872.68,42872.16,0.227
2021-09-30 09:27:37,42856.08,42856.07,42856.58,42854.96,0.194
2021-09-30 09:28:12,42803.13,42801.41,42803.2,42801.4,0.105
2021-09-30 09:28:48,42825.06,42825.05,42826.79,42824.17,1.204
2021-09-30 09:29:22,42841.96,42841.95,42842.1,42841.62,0.177
2021-09-30 09:29:58,42868.93,42868.92,42869.95,42868.42,0.561
2021-09-30 09:30:33,42925.11,42925.1,42926.79,42924.25,0.974
2021-09-30 09:31:08,42947.31,42947.3,42949.39,42947.1,0.029
2021-09-30 09:31:43,42874.4,42874.39,42875.01,42873.63,0.583
2021-09-30 09:32:19,42891.2,42891.19,42894.44,42890.87,0.357
2021-09-30 09:32:56,42859.41,42859.4,42861.07,42859.35,0.303
2021-09-30 09:33:33,42856.29,42856.28,42856.92,42856.15,3.805
2021-09-30 09:34:12,42868.38,42868.37,42868.9,42868.0,2.512
2021-09-30 09:34:52,42880.77,42880.76,42880.78,42880.33,1.12
2021-09-30 09:35:30,42853.9,42847.37,42854.23,42843.01,1.0
2021-09-30 09:36:05,42803.76,42803.75,42803.96,42803.74,0.022
2021-09-30 09:36:44,42842.3,42842.29,42842.31,42841.79,1.6
2021-09-30 09:37:21,42842.67,42842.66,42843.17,42842.64,0.429
2021-09-30 09:38:02,42858.51,42858.5,42858.82,42857.9,1.318
2021-09-30 09:38:40,42876.97,42876.96,42878.98,42875.09,0.415
2021-09-30 09:39:19,42812.98,42812.97,42814.39,42812.96,2.665
2021-09-30 09:39:56,42814.98,42814.97,42815.0,42813.39,0.474
2021-09-30 09:40:33,42846.6,42846.59,42846.92,42846.5,0.001
2021-09-30 09:41:10,42860.97,42860.96,42861.18,42860.18,0.162
2021-09-30 09:41:51,42842.77,42842.76,42843.95,42842.14,0.166
2021-09-30 09:42:32,42862.01,42862.0,42862.59,42860.97,0.169
2021-09-30 09:43:12,42846.66,42846.65,42848.46,42846.6,0.274
2021-09-30 09:43:55,42834.4,42834.39,42835.02,42834.06,3.355
2021-09-30 09:44:33,42786.41,42786.4,42786.91,42785.0,0.356
2021-09-30 09:45:09,42822.8,42822.79,42823.3,42822.29,0.083
2021-09-30 09:45:47,42836.56,42836.55,42836.62,42834.93,1.227
2021-09-30 09:46:27,42842.19,42842.18,42842.22,42841.98,0.25
2021-09-30 09:47:08,42848.69,42848.68,42849.97,42848.12,0.022
2021-09-30 09:47:48,42870.0,42869.99,42870.06,42869.65,1.014
2021-09-30 09:48:28,42842.69,42842.68,42843.91,42842.62,0.093
2021-09-30 09:49:10,42837.62,42837.61,42839.5,42837.6,0.001
2021-09-30 09:49:51,42865.71,42865.7,42866.73,42865.05,6.602
2021-09-30 09:50:30,42893.81,42893.8,42893.98,42893.3,1.364
2021-09-30 09:51:10,42865.0,42864.99,42865.5,42864.97,3.881
2021-09-30 09:51:51,42860.02,42860.01,42861.42,42857.18,0.585
2021-09-30 09:52:30,42812.02,42812.01,42812.66,42812.0,4.81
2021-09-30 09:53:10,42827.19,42827.18,42827.69,42826.83,0.851
2021-09-30 09:53:49,42874.66,42874.65,42875.16,42873.13,0.714
2021-09-30 09:54:29,42843.41,42843.37,42843.53,42843.32,0.08
2021-09-30 09:55:06,42856.79,42856.78,42857.65,42856.77,0.212
2021-09-30 09:55:42,42923.49,42923.48,42924.07,42922.49,0.81
2021-09-30 09:56:21,42930.0,42929.99,42930.5,42929.9,0.295
2021-09-30 09:57:00,42913.32,42913.31,42913.73,42913.13,0.915
2021-09-30 09:57:40,42950.0,42949.99,42950.22,42949.92,26.033
2021-09-30 09:58:16,42968.08,42968.07,42968.1,42968.04,1.766
2021-09-30 09:58:55,42969.95,42969.94,42970.47,42969.22,0.126
2021-09-30 09:59:35,42969.98,42969.97,42970.54,42969.02,0.079
2021-09-30 10:00:11,43037.92,43037.91,43038.0,43037.52,0.879
2021-09-30 10:00:46,43032.86,43032.85,43032.87,43032.75,1.366
2021-09-30 10:01:22,43048.29,43048.28,43048.7,43046.33,0.817
2021-09-30 10:01:57,43023.0,43022.99,43023.5,43022.67,2.791
2021-09-30 10:02:33,42989.16,42989.15,42989.23,42987.0,1.216
2021-09-30 10:03:09,42958.79,42958.78,42960.0,42958.3,0.549
2021-09-30 10:03:46,42916.35,42916.0,42916.36,42915.97,0.09
2021-09-30 10:04:21,42967.81,42967.8,42968.07,42967.66,4.655
2021-09-30 10:04:59,42978.83,42978.82,42978.85,42978.81,0.115
2021-09-30 10:05:35,42973.86,42973.85,42974.29,42973.68,0.357
2021-09-30 10:06:14,42990.15,42990.07,42990.33,42990.0,0.006
2021-09-30 10:06:56,43010.11,43010.1,43013.0,43008.9,1.223
2021-09-30 10:07:33,43009.42,43009.41,43009.94,43009.4,0.103
2021-09-30 10:08:14,42999.61,42999.6,42999.98,42998.9,2.533
2021-09-30 10:08:52,42953.22,42953.21,42953.72,42951.5,0.428
2021-09-30 10:09:28,42991.1,42988.89,42992.23,42985.9,1.67
2021-09-30 10:10:06,42997.45,42997.44,42998.54,42997.4,1.782
2021-09-30 10:10:47,43014.23,43014.22,43014.52,43014.0,0.007
2021-09-30 10:11:27,42980.73,42980.72,42980.79,42980.43,3.455
2021-09-30 10:12:12,42976.2,42976.19,42977.93,42976.18,0.52
2021-09-30 10:12:52,42987.35,42987.34,42987.83,42987.0,3.607
2021-09-30 10:13:37,42990.23,42990.22,42990.43,42990.2,1.132
2021-09-30 10:14:19,42981.61,42981.6,42982.11,42981.59,0.542
2021-09-30 10:15:03,42957.31,42957.04,42957.43,42955.56,0.001
2021-09-30 10:15:40,42957.96,42957.95,42959.33,42957.94,0.125
2021-09-30 10:16:22,42980.0,42979.99,42980.49,42979.82,1.74
2021-09-30 10:17:03,42966.26,42966.25,42967.31,42966.24,0.553
2021-09-30 10:17:45,43004.27,43004.26,43004.39,43004.21,0.023
2021-09-30 10:18:23,42991.93,42991.92,42993.62,42991.07,0.098
2021-09-30 10:19:06,42992.02,42992.01,42992.52,42992.0,0.032
2021-09-30 10:19:46,43014.37,43014.36,43014.38,43012.65,1.161
2021-09-30 10:20:23,43029.93,43029.92,43029.94,43028.75,0.639
2021-09-30 10:20:59,43038.27,43038.26,43038.41,43037.76,0.495
2021-09-30 10:21:36,43079.33,43079.29,43079.36,43079.26,0.18
2021-09-30 10:22:12,43106.86,43106.85,43107.55,43103.35,1.316
2021-09-30 10:22:47,43129.15,43129.14,43130.08,43129.13,0.466
2021-09-30 10:23:23,43127.88,43127.87,43127.92,43127.18,0.128
2021-09-30 10:24:01,43122.32,43122.31,43123.7,43122.3,0.21
2021-09-30 10:24:40,43097.93,43097.92,43097.99,43097.54,1.519
2021-09-30 10:25:16,43069.86,43069.85,43069.93,43069.8,0.057
2021-09-30 10:25:58,43075.92,43075.91,43075.94,43075.9,0.03
2021-09-30 10:26:39,43094.43,43094.42,43096.52,43092.93,1.468
2021-09-30 10:27:18,43097.12,43097.11,43097.3,43097.1,1.589
2021-09-30 10:27:57,43079.63,43079.62,43082.95,43079.12,0.081
2021-09-30 10:28:35,43109.16,43109.15,43109.37,43108.86,0.309
2021-09-30 10:29:17,43104.5,43104.49,43104.51,43104.0,0.577
2021-09-30 10:29:59,43111.8,43111.79,43111.97,43111.29,1.099
2021-09-30 10:30:34,43060.52,43060.51,43060.57,43060.0,0.292
2021-09-30 10:31:11,43058.25,43058.24,43060.35,43057.74,0.575
2021-09-30 10:31:51,43067.56,43067.55,43067.59,43067.54,1.407
2021-09-30 10:32:28,43061.35,43061.34,43061.77,43060.84,3.459
2021-09-30 10:33:04,43076.44,43076.43,43076.99,43076.4,0.163
2021-09-30 10:33:50,43083.25,43082.26,43083.26,43081.84,0.224
2021-09-30 10:34:30,43046.29,43046.28,43046.87,43046.01,0.4
2021-09-30 10:35:08,43036.89,43036.88,43038.77,43036.63,1.357
2021-09-30 10:35:48,43022.39,43022.38,43022.47,43022.35,0.408
2021-09-30 10:36:26,43041.42,43034.32,43043.11,43034.19,0.479
2021-09-30 10:37:05,43034.07,43034.06,43034.54,43034.0,0.052
2021-09-30 10:37:45,43020.1,43020.09,43021.2,43020.0,0.126
2021-09-30 10:38:25,43034.05,43034.04,43034.07,43033.93,0.66
2021-09-30 10:39:05,43026.56,43026.55,43027.06,43026.05,0.05
2021-09-30 10:39:49,43008.02,43008.01,43008.91,43007.67,0.299
2021-09-30 10:40:32,42982.89,42982.88,42982.9,42982.22,5.001
2021-09-30 10:41:11,43025.33,43025.32,43026.08,43025.3,0.935
2021-09-30 10:41:49,43047.71,43047.7,43047.72,43047.67,0.001
2021-09-30 10:42:30,43022.41,43022.4,43024.26,43021.99,0.187
2021-09-30 10:43:12,43011.66,43011.65,43011.74,43011.6,0.526
2021-09-30 10:43:55,43005.74,43005.73,43007.47,43005.53,0.068
2021-09-30 10:44:36,43017.79,43017.78,43017.96,43017.77,0.494
2021-09-30 10:45:16,43029.15,43029.14,43029.18,43029.1,0.25
2021-09-30 10:46:02,43058.13,43058.12,43058.93,43058.1,0.143
2021-09-30 10:46:45,43049.54,43049.53,43049.62,43049.38,0.672
2021-09-30 10:47:27,43061.0,43060.99,43061.4,43060.19,8.674
2021-09-30 10:48:11,43040.23,43040.22,43040.28,43040.2,0.001
2021-09-30 10:48:54,43024.0,43023.99,43024.19,43023.82,1.628
2021-09-30 10:49:34,43002.6,43002.59,43002.84,43002.36,0.489
2021-09-30 10:50:11,42958.89,42958.88,42959.15,42958.87,0.035
2021-09-30 10:50:53,42976.71,42976.7,42976.72,42976.33,0.833
2021-09-30 10:51:31,43000.0,42999.99,43000.5,42999.98,1.4
2021-09-30 10:52:15,43012.0,43011.99,43012.05,43011.72,8.118
2021-09-30 10:52:58,43065.94,43065.93,43066.92,43065.48,1.278
2021-09-30 10:53:37,43088.46,43088.45,43088.47,43088.44,1.32
2021-09-30 10:54:13,43109.61,43109.6,43109.78,43109.1,1.65
2021-09-30 10:54:52,43101.66,43101.65,43103.6,43101.64,1.771
2021-09-30 10:55:31,43116.45,43116.02,43116.99,43115.14,1.186
2021-09-30 10:56:06,43154.43,43154.42,43154.53,43154.41,3.017
2021-09-30 10:56:43,43140.01,43140.0,43140.23,43139.02,0.469
2021-09-30 10:57:20,43138.61,43138.6,43139.32,43138.51,0.443
2021-09-30 10:58:00,43160.0,43159.99,43160.04,43159.72,2.408
2021-09-30 10:58:39,43260.01,43260.0,43261.89,43259.97,0.438
2021-09-30 10:59:21,43370.0,43367.87,43370.01,43367.59,0.172
2021-09-30 10:59:54,43379.71,43378.68,43380.22,43378.25,0.216
2021-09-30 11:00:33,43440.11,43440.1,43441.76,43440.09,0.18
2021-09-30 11:01:06,43438.91,43438.9,43438.92,43438.75,1.401
2021-09-30 11:01:40,43402.58,43402.57,43403.47,43401.49,0.037
2021-09-30 11:02:15,43307.58,43307.57,43307.7,43304.46,0.867
2021-09-30 11:02:48,43343.78,43343.77,43345.22,43342.87,0.007
2021-09-30 11:03:23,43309.27,43309.26,43309.65,43309.25,0.218
2021-09-30 11:03:57,43276.77,43276.76,43278.15,43276.73,0.23
2021-09-30 11:04:34,43311.71,43311.7,43312.21,43311.64,1.708
2021-09-30 11:05:11,43324.0,43323.99,43324.12,43323.9,0.631
2021-09-30 11:05:48,43311.21,43311.2,43311.22,43311.09,2.346
2021-09-30 11:06:27,43309.34,43309.33,43309.74,43309.27,1.97
2021-09-30 11:07:06,43292.13,43292.12,43292.61,43292.1,0.557
2021-09-30 11:07:45,43277.04,43277.03,43279.82,43276.84,0.104
2021-09-30 11:08:25,43265.87,43265.86,43265.97,43265.78,0.271
2021-09-30 11:09:02,43267.02,43267.01,43267.1,43265.87,0.376
2021-09-30 11:09:40,43267.01,43267.0,43267.3,43266.98,0.744
2021-09-30 11:10:16,43233.97,43233.15,43234.51,43233.0,1.993
2021-09-30 11:10:52,43239.94,43239.93,43239.95,43239.41,0.358
2021-09-30 11:11:29,43178.0,43175.08,43178.39,43174.24,0.258
2021-09-30 11:12:05,43200.0,43199.99,43200.47,43199.1,1.47
2021-09-30 11:12:42,43270.28,43270.27,43271.24,43270.23,0.048
2021-09-30 11:13:21,43227.14,43227.13,43227.63,43227.12,2.747
2021-09-30 11:14:01,43236.89,43236.88,43237.37,43236.87,0.754
2021-09-30 11:14:41,43230.25,43230.24,43230.75,43230.21,0.175
2021-09-30 11:15:19,43220.84,43220.83,43220.96,43220.33,0.365
2021-09-30 11:15:59,43228.19,43227.76,43228.2,43227.75,0.435
2021-09-30 11:16:37,43249.74,43249.73,43250.84,43249.25,0.115
2021-09-30 11:17:16,43282.98,43282.97,43283.25,43281.22,4.268
2021-09-30 11:17:54,43229.5,43229.49,43230.3,43229.44,0.001
2021-09-30 11:18:33,43164.7,43164.69,43164.89,43164.4,0.241
2021-09-30 11:19:09,43183.95,43183.94,43184.33,43183.9,3.305
2021-09-30 11:19:49,43212.18,43212.17,43212.21,43212.0,1.745
2021-09-30 11:20:27,43211.24,43208.78,43211.35,43208.77,1.163
2021-09-30 11:21:09,43235.44,43234.57,43235.45,43233.44,0.262
2021-09-30 11:21:50,43199.17,43199.16,43199.26,43197.25,2.912
2021-09-30 11:22:32,43214.97,43214.96,43215.0,43214.95,0.739
2021-09-30 11:23:14,43227.98,43227.97,43228.98,43227.6,0.004
2021-09-30 11:23:54,43222.1,43222.09,43224.91,43220.35,0.072
2021-09-30 11:24:34,43220.01,43220.0,43220.04,43219.5,3.332
2021-09-30 11:25:15,43222.55,43222.54,43222.9,43221.95,0.079
2021-09-30 11:25:57,43214.03,43214.02,43214.56,43213.56,0.856
2021-09-30 11:26:38,43191.92,43191.91,43192.17,43189.68,0.677
2021-09-30 11:27:19,43177.56,43177.55,43177.99,43177.04,0.041
2021-09-30 11:27:58,43173.03,43173.02,43173.37,43172.99,1.19
2021-09-30 11:28:36,43160.38,43160.37,43160.58,43159.87,0.41
2021-09-30 11:29:15,43191.44,43191.43,43191.72,43191.4,0.746
2021-09-30 11:29:54,43172.03,43172.02,43172.11,43170.06,0.342
2021-09-30 11:30:33,43188.46,43188.45,43189.31,43188.2,0.068
2021-09-30 11:31:15,43171.08,43171.07,43171.19,43171.01,3.658
2021-09-30 11:31:53,43143.49,43143.48,43143.74,43143.39,0.58
2021-09-30 11:32:31,43155.0,43154.99,43155.1,43154.82,0.088
2021-09-30 11:33:12,43137.1,43137.09,43137.11,43136.5,0.243
2021-09-30 11:33:52,43144.72,43144.71,43145.4,43144.2,0.002
2021-09-30 11:34:37,43141.49,43141.48,43143.12,43141.47,0.041
2021-09-30 11:35:19,43150.0,43149.99,43150.64,43149.8,0.982
2021-09-30 11:36:04,43162.8,43162.79,43163.26,43162.42,0.103
2021-09-30 11:36:50,43174.29,43174.28,43174.79,43174.27,0.12
2021-09-30 11:37:30,43193.4,43193.39,43193.9,43193.38,0.34
2021-09-30 11:38:10,43200.0,43199.99,43200.06,43199.85,2.132
2021-09-30 11:38:48,43220.71,43220.7,43220.9,43220.2,0.156
2021-09-30 11:39:27,43263.77,43263.76,43264.27,43263.38,0.82
2021-09-30 11:40:03,43187.43,43187.42,43188.3,43187.4,0.106
2021-09-30 11:40:41,43261.62,43261.61,43263.2,43261.25,0.049
2021-09-30 11:41:17,43269.49,43269.48,43269.5,43268.07,2.781
2021-09-30 11:41:53,43357.2,43357.19,43358.9,43355.98,0.064
2021-09-30 11:42:29,43365.63,43365.62,43365.98,43363.78,0.25
2021-09-30 11:43:03,43356.87,43356.86,43356.89,43356.85,0.264
2021-09-30 11:43:40,43329.5,43329.49,43330.43,43329.06,0.104
2021-09-30 11:44:16,43317.6,43317.59,43317.9,43315.62,0.305
2021-09-30 11:44:54,43326.78,43326.77,43326.9,43323.15,2.153
2021-09-30 11:45:33,43302.78,43302.77,43303.27,43302.76,0.116
2021-09-30 11:46:12,43331.2,43331.19,43331.74,43329.99,0.086
2021-09-30 11:46:51,43343.8,43343.79,43343.99,43343.78,0.557
2021-09-30 11:47:31,43324.77,43324.76,43325.27,43324.72,0.548
2021-09-30 11:48:11,43288.42,43288.41,43288.92,43288.11,0.364
2021-09-30 11:48:50,43346.83,43346.82,43346.84,43346.33,3.031
2021-09-30 11:49:30,43384.75,43384.74,43385.25,43383.6,0.291
2021-09-30 11:50:08,43386.2,43386.19,43387.02,43385.83,0.371
2021-09-30 11:50:46,43396.53,43396.52,43396.76,43396.01,0.308
2021-09-30 11:51:21,43428.82,43428.81,43430.9,43428.8,0.078
2021-09-30 11:51:57,43435.16,43435.15,43435.18,43435.12,1.947
2021-09-30 11:52:31,43433.2,43433.19,43433.21,43432.04,1.623
2021-09-30 11:53:06,43455.24,43455.23,43457.57,43455.2,0.004
2021-09-30 11:53:42,43422.67,43422.66,43423.17,43422.42,0.016
2021-09-30 11:54:18,43427.65,43427.64,43427.74,43427.6,1.066
2021-09-30 11:54:59,43408.44,43408.43,43408.6,43408.28,0.13
2021-09-30 11:55:34,43449.71,43449.7,43449.72,43449.49,2.67
2021-09-30 11:56:12,43464.0,43463.99,43464.17,43463.5,2.626
2021-09-30 11:56:48,43476.76,43476.75,43478.47,43476.74,0.226
2021-09-30 11:57:31,43645.16,43645.15,43645.66,43644.62,0.383
2021-09-30 11:58:06,43596.89,43596.88,43597.39,43596.38,0.241
2021-09-30 11:58:40,43613.01,43613.0,43614.05,43612.69,0.811
2021-09-30 11:59:13,43608.78,43608.77,43611.25,43608.76,2.353
2021-09-30 11:59:47,43574.53,43573.72,43576.88,43573.22,0.245
2021-09-30 12:00:26,43648.01,43648.0,43648.02,43647.99,0.204
2021-09-30 12:00:59,43636.37,43636.35,43636.5,43635.32,0.962
2021-09-30 12:01:34,43620.08,43620.07,43620.68,43619.01,1.15
2021-09-30 12:02:08,43637.0,43636.99,43637.68,43636.71,2.918
2021-09-30 12:02:44,43699.46,43699.45,43700.43,43699.44,0.554
